Rep,SampID,replicate,Cruise,Compound,min.area.flag,blk.ratio.flag,smp.remove,Vol_L,umol.in.vial.ave,nM.in.smp,nM_C,nM_N,nM_S
220902_Smp_TN397_U5_A,U5,A,TN397,L-Aspartic acid,NA,NA,NA,3.4,3.896302102552202,0.4583884826532004,1.8335539306128017,0.4583884826532004,NA
220902_Smp_TN397_U5_B,U5,B,TN397,L-Aspartic acid,NA,NA,NA,3,3.4702554513960857,0.46270072685281144,1.8508029074112455,0.46270072685281144,NA
220902_Smp_TN397_U5_C,U5,C,TN397,L-Aspartic acid,NA,NA,NA,3.6,0.8965096565634656,0.09961218406260729,0.39844873625042915,0.09961218406260729,NA
220902_Smp_TN397_U6_A,U6,A,TN397,L-Aspartic acid,NA,NA,NA,5,2.965428490934388,0.23723427927475105,0.9489371170990042,0.23723427927475105,NA
220902_Smp_TN397_U6_B,U6,B,TN397,L-Aspartic acid,NA,NA,NA,5,2.8350050642889184,0.22680040514311345,0.9072016205724538,0.22680040514311345,NA
220902_Smp_TN397_U6_C,U6,C,TN397,L-Aspartic acid,NA,NA,NA,5,2.9844577126921905,0.2387566170153753,0.955026468061501,0.2387566170153753,NA
220902_Smp_TN397_U7_A,U7,A,TN397,L-Aspartic acid,NA,NA,NA,5,2.3056573343837994,0.18445258675070397,0.7378103470028158,0.18445258675070397,NA
220902_Smp_TN397_U7_B,U7,B,TN397,L-Aspartic acid,NA,NA,NA,5,2.253427156307846,0.18027417250462768,0.7210966900185106,0.18027417250462768,NA
220902_Smp_TN397_U7_C,U7,C,TN397,L-Aspartic acid,NA,NA,NA,5,2.524791572024315,0.20198332576194516,0.8079333030477807,0.20198332576194516,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,L-Aspartic acid,NA,NA,NA,10,7.916592868104202,0.3166637147241681,1.2666548588966724,0.3166637147241681,NA
220902_Smp_TN397_U9_A,U9,A,TN397,L-Aspartic acid,NA,NA,NA,5,3.0765857447445977,0.24612685957956784,0.9845074383182714,0.24612685957956784,NA
220902_Smp_TN397_U9_B,U9,B,TN397,L-Aspartic acid,NA,NA,NA,5,2.7408510280246845,0.21926808224197475,0.877072328967899,0.21926808224197475,NA
220902_Smp_TN397_U9_C,U9,C,TN397,L-Aspartic acid,NA,NA,NA,5,2.167607195957355,0.17340857567658838,0.6936343027063535,0.17340857567658838,NA
220902_Smp_TN397_U10_A,U10,A,TN397,L-Aspartic acid,NA,NA,NA,5,3.136118179233488,0.250889454338679,1.003557817354716,0.250889454338679,NA
220902_Smp_TN397_U10_B,U10,B,TN397,L-Aspartic acid,NA,NA,NA,5,4.523372145680245,0.3618697716544196,1.4474790866176783,0.3618697716544196,NA
220902_Smp_TN397_U10_C,U10,C,TN397,L-Aspartic acid,NA,NA,NA,5,3.27529538433967,0.26202363074717355,1.0480945229886942,0.26202363074717355,NA
220902_Smp_TN397_U11_A,U11,A,TN397,L-Aspartic acid,NA,NA,NA,5,3.790280369860291,0.3032224295888233,1.2128897183552931,0.3032224295888233,NA
220902_Smp_TN397_U11_B,U11,B,TN397,L-Aspartic acid,NA,NA,NA,5,4.775420404428601,0.3820336323542881,1.5281345294171524,0.3820336323542881,NA
220902_Smp_TN397_U11_C,U11,C,TN397,L-Aspartic acid,NA,NA,NA,5,3.696402879136935,0.2957122303309548,1.1828489213238191,0.2957122303309548,NA
220902_Smp_TN397_U12_A,U12,A,TN397,L-Aspartic acid,NA,NA,NA,5,7.171707918730901,0.573736633498472,2.294946533993888,0.573736633498472,NA
220902_Smp_TN397_U12_B,U12,B,TN397,L-Aspartic acid,NA,NA,NA,5,5.150998590703,0.41207988725624,1.64831954902496,0.41207988725624,NA
220902_Smp_TN397_U12_C,U12,C,TN397,L-Aspartic acid,NA,NA,NA,5,4.926889206089586,0.3941511364871669,1.5766045459486675,0.3941511364871669,NA
220902_Smp_TN397_U13_A,U13,A,TN397,L-Aspartic acid,NA,NA,NA,5,3.4841718779396973,0.27873375023517577,1.114935000940703,0.27873375023517577,NA
220902_Smp_TN397_U13_B,U13,B,TN397,L-Aspartic acid,NA,NA,NA,5,3.167144648265553,0.2533715718612443,1.0134862874449773,0.2533715718612443,NA
220902_Smp_TN397_U13_C,U13,C,TN397,L-Aspartic acid,NA,NA,NA,5,3.374700375370204,0.26997603002961634,1.0799041201184654,0.26997603002961634,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,L-Glutamic acid,NA,NA,NA,5,8.107991606610858,0.6486393285288686,3.2431966426443433,0.6486393285288686,NA
220902_Smp_TN397_S1_U_B,S1,B,TN397,L-Glutamic acid,NA,NA,NA,5,3.710938061647512,0.29687504493180095,1.4843752246590047,0.29687504493180095,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,L-Glutamic acid,NA,NA,NA,5,7.574885901696333,0.6059908721357066,3.029954360678533,0.6059908721357066,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,L-Glutamic acid,NA,NA,NA,5,9.099960845486637,0.7279968676389308,3.6399843381946537,0.7279968676389308,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,L-Glutamic acid,NA,NA,NA,5,8.433082239494384,0.6746465791595506,3.373232895797753,0.6746465791595506,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,L-Glutamic acid,NA,NA,NA,5,8.985658748008348,0.7188526998406678,3.594263499203339,0.7188526998406678,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,L-Glutamic acid,NA,NA,NA,5,8.014368804224231,0.6411495043379385,3.2057475216896925,0.6411495043379385,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,L-Glutamic acid,NA,NA,NA,5,7.032914500217995,0.5626331600174395,2.813165800087197,0.5626331600174395,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,L-Glutamic acid,NA,NA,NA,5,3.771412785963483,0.3017130228770786,1.5085651143853929,0.3017130228770786,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,L-Glutamic acid,NA,NA,NA,5,7.199758586908982,0.5759806869527185,2.879903434763593,0.5759806869527185,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,L-Glutamic acid,NA,NA,NA,5,7.8576586466911476,0.6286126917352919,3.143063458676459,0.6286126917352919,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,L-Glutamic acid,NA,NA,NA,5,7.673070282940653,0.6138456226352523,3.0692281131762615,0.6138456226352523,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,L-Glutamic acid,NA,NA,NA,5,11.247601161291865,0.8998080929033491,4.499040464516745,0.8998080929033491,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,L-Glutamic acid,NA,NA,NA,5,8.657435891764804,0.6925948713411842,3.4629743567059212,0.6925948713411842,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,L-Glutamic acid,NA,NA,NA,5,9.31549262276894,0.7452394098215153,3.726197049107576,0.7452394098215153,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,L-Glutamic acid,NA,NA,NA,5,8.19800923330223,0.6558407386641785,3.279203693320892,0.6558407386641785,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,L-Glutamic acid,NA,NA,NA,5,7.158301548109146,0.5726641238487317,2.8633206192436584,0.5726641238487317,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,L-Glutamic acid,NA,NA,NA,5,8.704853116300425,0.6963882493040339,3.4819412465201696,0.6963882493040339,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,L-Glutamic acid,NA,NA,NA,5,18.06508854273272,1.4452070834186177,7.226035417093088,1.4452070834186177,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,L-Glutamic acid,NA,NA,NA,5,14.468345084431578,1.1574676067545262,5.787338033772631,1.1574676067545262,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,L-Glutamic acid,NA,NA,NA,5,20.353954647937485,1.6283163718349989,8.141581859174993,1.6283163718349989,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,L-Glutamic acid,NA,NA,NA,5,13.78271735993693,1.1026173887949544,5.513086943974772,1.1026173887949544,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,L-Glutamic acid,NA,NA,NA,5,14.105798470578604,1.1284638776462883,5.642319388231441,1.1284638776462883,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,L-Glutamic acid,NA,NA,NA,5,16.66830620769293,1.3334644966154343,6.667322483077172,1.3334644966154343,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,L-Glutamic acid,NA,NA,NA,5,10.412315889951987,0.832985271196159,4.1649263559807945,0.832985271196159,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,L-Glutamic acid,NA,NA,NA,5,9.957235272746688,0.796578821819735,3.9828941090986754,0.796578821819735,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,L-Glutamic acid,NA,NA,NA,5,8.53196472423981,0.6825571779391847,3.4127858896959236,0.6825571779391847,NA
220902_Smp_TN397_S8_U_A,S8,A,TN397,L-Glutamic acid,NA,NA,NA,5,19.66809784723904,1.573447827779123,7.867239138895616,1.573447827779123,NA
220902_Smp_TN397_S8_U_B,S8,B,TN397,L-Glutamic acid,NA,NA,NA,5,17.91688403072871,1.4333507224582966,7.166753612291483,1.4333507224582966,NA
220902_Smp_TN397_S8_U_C,S8,C,TN397,L-Glutamic acid,NA,NA,NA,5,22.400716523246427,1.792057321859714,8.96028660929857,1.792057321859714,NA
220902_Smp_TN397_S9_600_U_A,S9_600,A,TN397,L-Glutamic acid,NA,NA,NA,5,26.774827836793712,2.1419862269434966,10.709931134717484,2.1419862269434966,NA
220902_Smp_TN397_S9_600_U_B,S9_600,B,TN397,L-Glutamic acid,NA,NA,NA,5,22.744659589293732,1.8195727671434987,9.097863835717494,1.8195727671434987,NA
220902_Smp_TN397_S9_600_U_C,S9_600,C,TN397,L-Glutamic acid,NA,NA,NA,5,25.70915772231627,2.056732617785302,10.283663088926506,2.056732617785302,NA
220902_Smp_TN397_S9_1800_U_A,S9_1800,A,TN397,L-Glutamic acid,NA,NA,NA,5,36.43706460748016,2.9149651685984126,14.574825842992064,2.9149651685984126,NA
220902_Smp_TN397_S9_1800_U_B,S9_1800,B,TN397,L-Glutamic acid,NA,NA,NA,5,31.788030952821536,2.543042476225723,12.715212381128616,2.543042476225723,NA
220902_Smp_TN397_S9_1800_U_C,S9_1800,C,TN397,L-Glutamic acid,NA,NA,NA,5,23.996499791161195,1.9197199832928955,9.59859991646448,1.9197199832928955,NA
220902_Smp_TN397_S9_BB_A,S9_BB,A,TN397,L-Glutamic acid,NA,NA,NA,10.5,49.775934958712945,1.896226093665255,9.481130468326276,1.896226093665255,NA
220902_Smp_TN397_S9_BB_B,S9_BB,B,TN397,L-Glutamic acid,NA,NA,NA,11,58.574302059835986,2.129974620357672,10.64987310178836,2.129974620357672,NA
220902_Smp_TN397_S10_U_A,S10,A,TN397,L-Glutamic acid,NA,NA,NA,5,24.14868918918413,1.9318951351347304,9.659475675673653,1.9318951351347304,NA
220902_Smp_TN397_S10_U_B,S10,B,TN397,L-Glutamic acid,NA,NA,NA,5,27.181601104787056,2.1745280883829645,10.872640441914822,2.1745280883829645,NA
220902_Smp_TN397_S10_U_C,S10,C,TN397,L-Glutamic acid,NA,NA,NA,5,18.437876077885175,1.475030086230814,7.375150431154069,1.475030086230814,NA
220902_Smp_TN397_S11_600_U_A,S11_600,A,TN397,L-Glutamic acid,NA,NA,NA,5,24.572007345484653,1.9657605876387725,9.828802938193862,1.9657605876387725,NA
220902_Smp_TN397_S11_600_U_B,S11_600,B,TN397,L-Glutamic acid,NA,NA,NA,5,19.268550843406548,1.5414840674725236,7.707420337362619,1.5414840674725236,NA
220902_Smp_TN397_S11_1800_U_A,S11_1800,A,TN397,L-Glutamic acid,NA,NA,NA,5,19.045389723964707,1.5236311779171765,7.618155889585882,1.5236311779171765,NA
220902_Smp_TN397_S11_1800_U_B,S11_1800,B,TN397,L-Glutamic acid,NA,NA,NA,5,20.476341874567,1.6381073499653598,8.1905367498268,1.6381073499653598,NA
220902_Smp_TN397_S11_1800_U_C,S11_1800,C,TN397,L-Glutamic acid,NA,NA,NA,5,16.67451522052374,1.3339612176418991,6.669806088209496,1.3339612176418991,NA
220902_Smp_TN397_S12_600_U_A,S12_600,A,TN397,L-Glutamic acid,NA,NA,NA,5,23.2668648725859,1.861349189806872,9.306745949034362,1.861349189806872,NA
220902_Smp_TN397_S12_600_U_B,S12_600,B,TN397,L-Glutamic acid,NA,NA,NA,5,16.8852536413716,1.350820291309728,6.75410145654864,1.350820291309728,NA
220902_Smp_TN397_S12_600_U_C,S12_600,C,TN397,L-Glutamic acid,NA,NA,NA,5,17.95507434281219,1.4364059474249748,7.182029737124874,1.4364059474249748,NA
220902_Smp_TN397_S12_800_U_A,S12_800,A,TN397,L-Glutamic acid,NA,NA,NA,5,20.670699703167426,1.6536559762533938,8.268279881266968,1.6536559762533938,NA
220902_Smp_TN397_S12_800_U_B,S12_800,B,TN397,L-Glutamic acid,NA,NA,NA,5,21.7021253398351,1.7361700271868077,8.680850135934039,1.7361700271868077,NA
220902_Smp_TN397_S12_800_U_C,S12_800,C,TN397,L-Glutamic acid,NA,NA,NA,5,29.895868456732295,2.391669476538583,11.958347382692915,2.391669476538583,NA
220902_Smp_TN397_S12_1800_U_A,S12_1800,A,TN397,L-Glutamic acid,NA,NA,NA,5,17.130199720002473,1.3704159776001978,6.852079888000989,1.3704159776001978,NA
220902_Smp_TN397_S12_1800_U_B,S12_1800,B,TN397,L-Glutamic acid,NA,NA,NA,5,20.58625656276922,1.6469005250215376,8.234502625107687,1.6469005250215376,NA
220902_Smp_TN397_S12_1800_U_C,S12_1800,C,TN397,L-Glutamic acid,NA,NA,NA,5,26.30150349190313,2.10412027935225,10.52060139676125,2.10412027935225,NA
220902_Smp_TN397_S13_1800_U_A,S13_1800,A,TN397,L-Glutamic acid,NA,NA,NA,5,46.52729949853503,3.722183959882802,18.61091979941401,3.722183959882802,NA
220902_Smp_TN397_S13_1800_U_B,S13_1800,B,TN397,L-Glutamic acid,NA,NA,NA,5,31.576474664130064,2.526117973130405,12.630589865652023,2.526117973130405,NA
220902_Smp_TN397_S13_1800_U_C,S13_1800,C,TN397,L-Glutamic acid,NA,NA,NA,5,31.110657034692125,2.48885256277537,12.44426281387685,2.48885256277537,NA
220902_Smp_TN397_S14_U_A,S14,A,TN397,L-Glutamic acid,NA,NA,NA,5,20.46054967775097,1.6368439742200775,8.184219871100387,1.6368439742200775,NA
220902_Smp_TN397_S14_U_B,S14,B,TN397,L-Glutamic acid,NA,NA,NA,5,21.699514160739763,1.7359611328591809,8.679805664295904,1.7359611328591809,NA
220902_Smp_TN397_S14_U_C,S14,C,TN397,L-Glutamic acid,NA,NA,NA,5,24.8829837983384,1.990638703867072,9.95319351933536,1.990638703867072,NA
220902_Smp_TN397_S15_U_A,S15,A,TN397,L-Glutamic acid,NA,NA,NA,5,30.549495452089488,2.443959636167159,12.219798180835795,2.443959636167159,NA
220902_Smp_TN397_S15_U_B,S15,B,TN397,L-Glutamic acid,NA,NA,NA,5,22.73623653463628,1.8188989227709025,9.094494613854511,1.8188989227709025,NA
220902_Smp_TN397_S15_U_C,S15,C,TN397,L-Glutamic acid,NA,NA,NA,5,23.97171512341609,1.9177372098732868,9.588686049366434,1.9177372098732868,NA
220902_Smp_TN397_S16_U_A,S16,A,TN397,L-Glutamic acid,NA,NA,NA,5,11.925011608648791,0.9540009286919034,4.770004643459517,0.9540009286919034,NA
220902_Smp_TN397_S16_U_B,S16,B,TN397,L-Glutamic acid,NA,NA,NA,6,11.459494524669369,0.7639663016446245,3.819831508223123,0.7639663016446245,NA
220902_Smp_TN397_S16_U_C,S16,C,TN397,L-Glutamic acid,NA,NA,NA,6,10.627061457387455,0.7084707638258303,3.5423538191291515,0.7084707638258303,NA
220902_Smp_TN397_S17_U_A,S17,A,TN397,L-Glutamic acid,NA,NA,NA,5,13.267627592201354,1.0614102073761085,5.307051036880541,1.0614102073761085,NA
220902_Smp_TN397_S17_U_B,S17,B,TN397,L-Glutamic acid,NA,NA,NA,5,13.196321827474277,1.055705746197942,5.27852873098971,1.055705746197942,NA
220902_Smp_TN397_S17_U_C,S17,C,TN397,L-Glutamic acid,NA,NA,NA,5,17.413032889546052,1.393042631163684,6.96521315581842,1.393042631163684,NA
220902_Smp_TN397_S18_U_A,S18,A,TN397,L-Glutamic acid,NA,NA,NA,5,13.853127135207805,1.108250170816624,5.5412508540831205,1.108250170816624,NA
220902_Smp_TN397_S18_U_B,S18,B,TN397,L-Glutamic acid,NA,NA,NA,5,12.18727107299275,0.97498168583942,4.8749084291971,0.97498168583942,NA
220902_Smp_TN397_S18_U_C,S18,C,TN397,L-Glutamic acid,NA,NA,NA,5,11.58805062281268,0.9270440498250144,4.635220249125071,0.9270440498250144,NA
220902_Smp_TN397_U1_A,U1,A,TN397,L-Glutamic acid,NA,NA,NA,3,18.649061052740816,2.486541473698775,12.432707368493876,2.486541473698775,NA
220902_Smp_TN397_U1_B,U1,B,TN397,L-Glutamic acid,NA,NA,NA,2.9,19.797112370521248,2.730636189037414,13.653180945187067,2.730636189037414,NA
220902_Smp_TN397_U1_C,U1,C,TN397,L-Glutamic acid,NA,NA,NA,2.7,20.61998049004745,3.054811924451474,15.27405962225737,3.054811924451474,NA
220902_Smp_TN397_U2_A,U2,A,TN397,L-Glutamic acid,NA,NA,NA,5,18.746019240215965,1.499681539217277,7.498407696086387,1.499681539217277,NA
220902_Smp_TN397_U2_B,U2,B,TN397,L-Glutamic acid,NA,NA,NA,5,22.573262668870846,1.8058610135096675,9.029305067548338,1.8058610135096675,NA
220902_Smp_TN397_U2_C,U2,C,TN397,L-Glutamic acid,NA,NA,NA,5,13.867085598206703,1.1093668478565362,5.546834239282681,1.1093668478565362,NA
220902_Smp_TN397_U3_A,U3,A,TN397,L-Glutamic acid,NA,NA,NA,5,19.138402750916235,1.531072220073299,7.655361100366495,1.531072220073299,NA
220902_Smp_TN397_U3_B,U3,B,TN397,L-Glutamic acid,NA,NA,NA,4.9,19.681023587732327,1.6066141704271286,8.033070852135642,1.6066141704271286,NA
220902_Smp_TN397_U3_C,U3,C,TN397,L-Glutamic acid,NA,NA,NA,5,12.246231766362367,0.9796985413089894,4.898492706544947,0.9796985413089894,NA
220902_Smp_TN397_U4_A,U4,A,TN397,L-Glutamic acid,NA,NA,NA,4.25,24.485787393631103,2.3045446958711624,11.522723479355813,2.3045446958711624,NA
220902_Smp_TN397_U4_B,U4,B,TN397,L-Glutamic acid,NA,NA,NA,4.25,26.857945710091823,2.527806655067466,12.63903327533733,2.527806655067466,NA
220902_Smp_TN397_U4_C,U4,C,TN397,L-Glutamic acid,NA,NA,NA,4.25,19.695396414412176,1.8536843684152635,9.268421842076318,1.8536843684152635,NA
220902_Smp_TN397_U5_A,U5,A,TN397,L-Glutamic acid,NA,NA,NA,3.4,17.786692775907547,2.0925520912832405,10.462760456416202,2.0925520912832405,NA
220902_Smp_TN397_U5_B,U5,B,TN397,L-Glutamic acid,NA,NA,NA,3,16.925776815050032,2.25677024200667,11.283851210033353,2.25677024200667,NA
220902_Smp_TN397_U5_C,U5,C,TN397,L-Glutamic acid,NA,NA,NA,3.6,2.370648791941832,0.26340542132687017,1.3170271066343509,0.26340542132687017,NA
220902_Smp_TN397_U6_A,U6,A,TN397,L-Glutamic acid,NA,NA,NA,5,7.877961336426598,0.6302369069141278,3.151184534570639,0.6302369069141278,NA
220902_Smp_TN397_U6_B,U6,B,TN397,L-Glutamic acid,NA,NA,NA,5,7.797651170739583,0.6238120936591667,3.1190604682958334,0.6238120936591667,NA
220902_Smp_TN397_U6_C,U6,C,TN397,L-Glutamic acid,NA,NA,NA,5,7.622485942045268,0.6097988753636213,3.0489943768181065,0.6097988753636213,NA
220902_Smp_TN397_U7_A,U7,A,TN397,L-Glutamic acid,NA,NA,NA,5,5.1443737951068265,0.4115499036085461,2.0577495180427303,0.4115499036085461,NA
220902_Smp_TN397_U7_B,U7,B,TN397,L-Glutamic acid,NA,NA,NA,5,5.088381216324871,0.4070704973059897,2.0353524865299484,0.4070704973059897,NA
220902_Smp_TN397_U7_C,U7,C,TN397,L-Glutamic acid,NA,NA,NA,5,5.2037357425508315,0.4162988594040665,2.0814942970203325,0.4162988594040665,NA
220902_Smp_TN397_U8_BB,U8_BB,NA,TN397,L-Glutamic acid,NA,NA,NA,10,20.20599581632295,0.8082398326529182,4.041199163264591,0.8082398326529182,NA
220902_Smp_TN397_U9_A,U9,A,TN397,L-Glutamic acid,NA,NA,NA,5,17.343499623651986,1.387479969892159,6.937399849460794,1.387479969892159,NA
220902_Smp_TN397_U9_B,U9,B,TN397,L-Glutamic acid,NA,NA,NA,5,13.867008872432033,1.1093607097945626,5.546803548972813,1.1093607097945626,NA
220902_Smp_TN397_U9_C,U9,C,TN397,L-Glutamic acid,NA,NA,NA,5,11.30379103417137,0.9043032827337096,4.5215164136685475,0.9043032827337096,NA
220902_Smp_TN397_U10_A,U10,A,TN397,L-Glutamic acid,NA,NA,NA,5,19.01127707158303,1.5209021657266424,7.604510828633212,1.5209021657266424,NA
220902_Smp_TN397_U10_B,U10,B,TN397,L-Glutamic acid,NA,NA,NA,5,30.81049859181501,2.464839887345201,12.324199436726005,2.464839887345201,NA
220902_Smp_TN397_U10_C,U10,C,TN397,L-Glutamic acid,NA,NA,NA,5,22.572030788831775,1.805762463106542,9.028812315532711,1.805762463106542,NA
220902_Smp_TN397_U11_A,U11,A,TN397,L-Glutamic acid,NA,NA,NA,5,25.808808956827356,2.0647047165461885,10.323523582730942,2.0647047165461885,NA
220902_Smp_TN397_U11_B,U11,B,TN397,L-Glutamic acid,NA,NA,NA,5,26.670849688631343,2.133667975090507,10.668339875452537,2.133667975090507,NA
220902_Smp_TN397_U11_C,U11,C,TN397,L-Glutamic acid,NA,NA,NA,5,25.27324155587595,2.021859324470076,10.109296622350378,2.021859324470076,NA
220902_Smp_TN397_U12_A,U12,A,TN397,L-Glutamic acid,NA,NA,NA,5,35.995072566873986,2.879605805349918,14.39802902674959,2.879605805349918,NA
220902_Smp_TN397_U12_B,U12,B,TN397,L-Glutamic acid,NA,NA,NA,5,27.799396847886005,2.2239517478308803,11.119758739154404,2.2239517478308803,NA
220902_Smp_TN397_U12_C,U12,C,TN397,L-Glutamic acid,NA,NA,NA,5,23.82084561683857,1.9056676493470857,9.528338246735428,1.9056676493470857,NA
220902_Smp_TN397_U13_A,U13,A,TN397,L-Glutamic acid,NA,NA,NA,5,26.884526777923064,2.150762142233845,10.753810711169224,2.150762142233845,NA
220902_Smp_TN397_U13_B,U13,B,TN397,L-Glutamic acid,NA,NA,NA,5,22.34634484874202,1.7877075878993618,8.93853793949681,1.7877075878993618,NA
220902_Smp_TN397_U13_C,U13,C,TN397,L-Glutamic acid,NA,NA,NA,5,24.001885925726217,1.920150874058097,9.600754370290485,1.920150874058097,NA
220902_Smp_TN397_S1_U_A,S1,A,TN397,L-Glutamine,NA,NA,NA,5,5.9511605769702625,0.476092846157621,2.380464230788105,0.952185692315242,NA
220902_Smp_TN397_S1_U_B,S1,B,TN397,L-Glutamine,NA,NA,NA,5,3.238391942843166,0.25907135542745324,1.2953567771372665,0.5181427108549065,NA
220902_Smp_TN397_S1_U_C,S1,C,TN397,L-Glutamine,NA,NA,NA,5,4.978913966362957,0.39831311730903657,1.991565586545183,0.7966262346180731,NA
220902_Smp_TN397_S2_U_A,S2,A,TN397,L-Glutamine,NA,NA,NA,5,4.036362454108293,0.3229089963286634,1.6145449816433168,0.6458179926573268,NA
220902_Smp_TN397_S2_U_B,S2,B,TN397,L-Glutamine,NA,NA,NA,5,4.996977258507425,0.399758180680594,1.9987909034029696,0.799516361361188,NA
220902_Smp_TN397_S2_U_C,S2,C,TN397,L-Glutamine,NA,NA,NA,5,3.891472086516285,0.3113177669213028,1.556588834606514,0.6226355338426056,NA
220902_Smp_TN397_S3_U_A,S3,A,TN397,L-Glutamine,NA,NA,NA,5,1.626298801787475,0.13010390414299802,0.6505195207149901,0.26020780828599605,NA
220902_Smp_TN397_S3_U_B,S3,B,TN397,L-Glutamine,NA,NA,NA,5,4.696298123887692,0.37570384991101535,1.8785192495550769,0.7514076998220307,NA
220902_Smp_TN397_S3_U_C,S3,C,TN397,L-Glutamine,NA,NA,NA,5,2.56003730383764,0.2048029843070112,1.024014921535056,0.4096059686140224,NA
220902_Smp_TN397_S4_2400_U_A,S4_2400,A,TN397,L-Glutamine,NA,NA,NA,5,5.225588781503315,0.4180471025202651,2.0902355126013257,0.8360942050405302,NA
220902_Smp_TN397_S4_2400_U_B,S4_2400,B,TN397,L-Glutamine,NA,NA,NA,5,3.925755387718605,0.31406043101748843,1.570302155087442,0.6281208620349769,NA
220902_Smp_TN397_S4_2400_U_C,S4_2400,C,TN397,L-Glutamine,NA,NA,NA,5,4.263746906924322,0.34109975255394576,1.705498762769729,0.6821995051078915,NA
220902_Smp_TN397_S4_U_600_A,S4_600,A,TN397,L-Glutamine,NA,NA,NA,5,3.454179558588367,0.27633436468706934,1.381671823435347,0.5526687293741387,NA
220902_Smp_TN397_S4_U_600_B,S4_600,B,TN397,L-Glutamine,NA,NA,NA,5,4.912580348152119,0.3930064278521695,1.9650321392608472,0.786012855704339,NA
220902_Smp_TN397_S4_U_600_C,S4_600,C,TN397,L-Glutamine,NA,NA,NA,5,5.286699711795864,0.4229359769436691,2.1146798847183454,0.8458719538873382,NA
220902_Smp_TN397_S4_U_1800_A,S4_1800,A,TN397,L-Glutamine,NA,NA,NA,5,2.3241462145654848,0.18593169716523875,0.9296584858261938,0.3718633943304775,NA
220902_Smp_TN397_S4_U_1800_B,S4_1800,B,TN397,L-Glutamine,NA,NA,NA,5,2.162302273624531,0.1729841818899625,0.8649209094498125,0.345968363779925,NA
220902_Smp_TN397_S4_U_1800_C,S4_1800,C,TN397,L-Glutamine,NA,NA,NA,5,3.4740943247885587,0.27792754598308467,1.3896377299154232,0.5558550919661693,NA
220902_Smp_TN397_S6_U_A,S6,A,TN397,L-Glutamine,NA,NA,NA,5,2.993662482866003,0.2394929986292802,1.197464993146401,0.4789859972585604,NA
220902_Smp_TN397_S6_U_B,S6,B,TN397,L-Glutamine,NA,NA,NA,5,3.109719379048096,0.24877755032384768,1.2438877516192384,0.49755510064769537,NA
220902_Smp_TN397_S6_U_C,S6,C,TN397,L-Glutamine,NA,NA,NA,5,4.101996689572202,0.32815973516577607,1.6407986758288804,0.6563194703315521,NA
220902_Smp_TN397_S7_600_U_A,S7_600,A,TN397,L-Glutamine,NA,NA,NA,5,2.590388309793483,0.20723106478347864,1.0361553239173933,0.41446212956695727,NA
220902_Smp_TN397_S7_600_U_B,S7_600,B,TN397,L-Glutamine,NA,NA,NA,5,1.9750680611531997,0.15800544489225596,0.7900272244612798,0.3160108897845119,NA
220902_Smp_TN397_S7_600_U_C,S7_600,C,TN397,L-Glutamine,NA,NA,NA,5,2.1962302127824658,0.17569841702259725,0.8784920851129862,0.35139683404519445,NA
220902_Smp_TN397_S7_1800_U_A,S7_1800,A,TN397,L-Glutamine,NA,NA,NA,5,4.170322288462698,0.33362578307701585,1.6681289153850791,0.6672515661540317,NA
220902_Smp_TN397_S7_1800_U_B,S7_1800,B,TN397,L-Glutamine,NA,NA,NA,5,3.422406474380433,0.27379251795043463,1.368962589752173,0.5475850359008693,NA
220902_Smp_TN397_S7_1800_U_C,S7_1800,C,TN397,L-Glutamine,NA,NA,NA,5,3.216458732832353,0.25731669862658824,1.2865834931329412,0.5146333972531765,NA
