Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag,smp.remove
220628_Smp_MU17_C,MU17,C,KM1906,5-Hydroxyectoine,5101340,NA,NA,NA
220628_Smp_MU18_A,MU18,A,KM1906,5-Hydroxyectoine,3888382,NA,NA,NA
220628_Smp_MU18_B,MU18,B,KM1906,5-Hydroxyectoine,4064782,NA,NA,NA
220628_Smp_MU18_C,MU18,C,KM1906,5-Hydroxyectoine,8838731,NA,NA,NA
220628_Smp_MU19_A,MU19,A,KM1906,5-Hydroxyectoine,4580675,NA,NA,NA
220628_Smp_MU19_B,MU19,B,KM1906,5-Hydroxyectoine,11658269,NA,NA,NA
220628_Smp_MU19_C,MU19,C,KM1906,5-Hydroxyectoine,5964883,NA,NA,NA
220628_Smp_MU20_A,MU20,A,KM1906,5-Hydroxyectoine,5868671,NA,NA,NA
220628_Smp_MU20_B,MU20,B,KM1906,5-Hydroxyectoine,6601855,NA,NA,NA
220628_Smp_MU20_C,MU20,C,KM1906,5-Hydroxyectoine,5203892,NA,NA,NA
220628_Smp_MU21_A,MU21,A,KM1906,5-Hydroxyectoine,3685571,NA,NA,NA
220628_Smp_MU21_B,MU21,B,KM1906,5-Hydroxyectoine,570731.25,NA,Flag,Smp_Remove
220628_Smp_MU21_C,MU21,C,KM1906,5-Hydroxyectoine,570731.25,NA,Flag,Smp_Remove
220628_Smp_MU22_A,MU22,A,KM1906,5-Hydroxyectoine,570731.25,NA,Flag,NA
220628_Smp_MU22_B,MU22,B,KM1906,5-Hydroxyectoine,7191717,NA,NA,NA
220628_Smp_MU22_C,MU22,C,KM1906,5-Hydroxyectoine,6706760,NA,NA,NA
220628_Smp_MU23_A,MU23,A,KM1906,5-Hydroxyectoine,570731.25,NA,Flag,Smp_Remove
220628_Smp_MU23_B,MU23,B,KM1906,5-Hydroxyectoine,570731.25,NA,Flag,Smp_Remove
220628_Smp_MU23_C,MU23,C,KM1906,5-Hydroxyectoine,5854772,NA,NA,NA
220628_Smp_MU24_A,MU24,A,KM1906,5-Hydroxyectoine,570731.25,NA,Flag,Smp_Remove
220628_Smp_MU24_B,MU24,B,KM1906,5-Hydroxyectoine,4798973,NA,NA,NA
220628_Smp_MU24_C,MU24,C,KM1906,5-Hydroxyectoine,570731.25,NA,Flag,Smp_Remove
220628_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,5-Hydroxyectoine,952487,NA,NA,NA
220628_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,5-Hydroxyectoine,0,NA,NA,NA
220628_Std_4uMStdsMix1InMatrix_1,NA,NA,KM1906,5-Hydroxyectoine,10132145,NA,NA,NA
220628_Std_4uMStdsMix1InMatrix_2,NA,NA,KM1906,5-Hydroxyectoine,7343045,NA,NA,NA
220628_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,5-Hydroxyectoine,679095616,NA,NA,NA
220628_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,5-Hydroxyectoine,619060416,NA,NA,NA
220628_Std_4uMStdsMix2InMatrix_1,NA,NA,KM1906,5-Hydroxyectoine,625022208,NA,NA,NA
220628_Std_4uMStdsMix2InMatrix_2,NA,NA,KM1906,5-Hydroxyectoine,515490912,NA,NA,NA
220628_Std_H2OinMatrix_1,NA,NA,KM1906,5-Hydroxyectoine,12624271,NA,NA,NA
220628_Std_H2OinMatrix_2,NA,NA,KM1906,5-Hydroxyectoine,6978911,NA,NA,NA
220713_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,5-Hydroxyectoine,609286080,NA,NA,NA
220713_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,5-Hydroxyectoine,529117760,NA,NA,NA
220713_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,5-Hydroxyectoine,697575616,NA,NA,NA
220713_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,5-Hydroxyectoine,642811136,NA,NA,NA
220628_Poo_TruePooG3_Full1,NA,NA,KM1906,Arsenobetaine,34920108,NA,NA,NA
220628_Poo_TruePooG3_Full2,NA,NA,KM1906,Arsenobetaine,35451152,NA,NA,NA
220628_Poo_TruePooG3_Full3,NA,NA,KM1906,Arsenobetaine,34746592,NA,NA,NA
220628_Poo_TruePooG3_Half1,NA,NA,KM1906,Arsenobetaine,19012362,NA,NA,NA
220628_Poo_TruePooG3_Half2,NA,NA,KM1906,Arsenobetaine,16840864,NA,NA,NA
220628_Poo_TruePooG3_Half3,NA,NA,KM1906,Arsenobetaine,16988502,NA,NA,NA
220628_Smp_MBlk1_A,NA,NA,KM1906,Arsenobetaine,6503105,NA,NA,NA
220628_Smp_MBlk1_B,NA,NA,KM1906,Arsenobetaine,NA,NA,NA,NA
220628_Smp_MMQBlk1_A,NA,NA,KM1906,Arsenobetaine,NA,NA,NA,NA
220628_Smp_MMQBlk1_B,NA,NA,KM1906,Arsenobetaine,NA,NA,NA,NA
220628_Smp_MU1_A,MU1,A,KM1906,Arsenobetaine,63436860,NA,NA,NA
220628_Smp_MU1_B,MU1,B,KM1906,Arsenobetaine,72148880,NA,NA,NA
220628_Smp_MU1_C,MU1,C,KM1906,Arsenobetaine,71360672,NA,NA,NA
220628_Smp_MU2_A,MU2,A,KM1906,Arsenobetaine,52107520,NA,NA,NA
220628_Smp_MU2_B,MU2,B,KM1906,Arsenobetaine,51778680,NA,NA,NA
220628_Smp_MU2_C,MU2,C,KM1906,Arsenobetaine,58406700,NA,NA,NA
220628_Smp_MU3_A,MU3,A,KM1906,Arsenobetaine,53220416,NA,NA,NA
220628_Smp_MU3_B,MU3,B,KM1906,Arsenobetaine,66236624,NA,NA,NA
220628_Smp_MU3_C,MU3,C,KM1906,Arsenobetaine,59889016,NA,NA,NA
220628_Smp_MU4_A,MU4,A,KM1906,Arsenobetaine,60185264,NA,NA,NA
220628_Smp_MU4_B,MU4,B,KM1906,Arsenobetaine,74375792,NA,NA,NA
220628_Smp_MU4_C,MU4,C,KM1906,Arsenobetaine,69201672,NA,NA,NA
220628_Smp_MU5_A,MU5,A,KM1906,Arsenobetaine,52215500,NA,NA,NA
220628_Smp_MU5_B,MU5,B,KM1906,Arsenobetaine,78509424,NA,NA,NA
220628_Smp_MU5_C,MU5,C,KM1906,Arsenobetaine,59883084,NA,NA,NA
220628_Smp_MU6_A,MU6,A,KM1906,Arsenobetaine,51931944,NA,NA,NA
220628_Smp_MU6_B,MU6,B,KM1906,Arsenobetaine,51410100,NA,NA,NA
220628_Smp_MU6_C,MU6,C,KM1906,Arsenobetaine,50906312,NA,NA,NA
220628_Smp_MU7_A,MU7,A,KM1906,Arsenobetaine,33623608,NA,NA,NA
220628_Smp_MU7_B,MU7,B,KM1906,Arsenobetaine,48312320,NA,NA,NA
220628_Smp_MU7_C,MU7,C,KM1906,Arsenobetaine,40849644,NA,NA,NA
220628_Smp_MU8_A,MU8,A,KM1906,Arsenobetaine,29817254,NA,NA,NA
220628_Smp_MU8_B,MU8,B,KM1906,Arsenobetaine,40075268,NA,NA,NA
220628_Smp_MU8_C,MU8,C,KM1906,Arsenobetaine,37316944,NA,NA,NA
220628_Smp_MU9_A,MU9,A,KM1906,Arsenobetaine,28811070,NA,NA,NA
220628_Smp_MU9_B,MU9,B,KM1906,Arsenobetaine,22521852,NA,NA,NA
220628_Smp_MU9_C,MU9,C,KM1906,Arsenobetaine,30746758,NA,NA,NA
220628_Smp_MU10_A,MU10,A,KM1906,Arsenobetaine,14834375,NA,NA,NA
220628_Smp_MU10_B,MU10,B,KM1906,Arsenobetaine,14645184,NA,NA,NA
220628_Smp_MU10_C,MU10,C,KM1906,Arsenobetaine,7234207,NA,NA,NA
220628_Smp_MU11_A,MU11,A,KM1906,Arsenobetaine,20554756,NA,NA,NA
220628_Smp_MU11_B,MU11,B,KM1906,Arsenobetaine,24727806,NA,NA,NA
220628_Smp_MU11_C,MU11,C,KM1906,Arsenobetaine,21662770,NA,NA,NA
220628_Smp_MU14_A,MU14,A,KM1906,Arsenobetaine,17502680,NA,NA,NA
220628_Smp_MU14_B,MU14,B,KM1906,Arsenobetaine,20542930,NA,NA,NA
220628_Smp_MU14_C,MU14,C,KM1906,Arsenobetaine,20258906,NA,NA,NA
220628_Smp_MU15_A,MU15,A,KM1906,Arsenobetaine,12766940,NA,NA,NA
220628_Smp_MU15_B,MU15,B,KM1906,Arsenobetaine,18598156,NA,NA,NA
220628_Smp_MU15_C,MU15,C,KM1906,Arsenobetaine,10934412,NA,NA,NA
220628_Smp_MU16_A,MU16,A,KM1906,Arsenobetaine,12917414,NA,NA,NA
220628_Smp_MU16_B,MU16,B,KM1906,Arsenobetaine,16481888,NA,NA,NA
220628_Smp_MU16_C,MU16,C,KM1906,Arsenobetaine,14989472,NA,NA,NA
220628_Smp_MU17_A,MU17,A,KM1906,Arsenobetaine,5241593,NA,NA,NA
220628_Smp_MU17_B,MU17,B,KM1906,Arsenobetaine,6306662,NA,NA,NA
220628_Smp_MU17_C,MU17,C,KM1906,Arsenobetaine,9835922,NA,NA,NA
220628_Smp_MU18_A,MU18,A,KM1906,Arsenobetaine,8891675,NA,NA,NA
220628_Smp_MU18_B,MU18,B,KM1906,Arsenobetaine,15301898,NA,NA,NA
220628_Smp_MU18_C,MU18,C,KM1906,Arsenobetaine,11483219,NA,NA,NA
220628_Smp_MU19_A,MU19,A,KM1906,Arsenobetaine,15334546,NA,NA,NA
220628_Smp_MU19_B,MU19,B,KM1906,Arsenobetaine,13719685,NA,NA,NA
220628_Smp_MU19_C,MU19,C,KM1906,Arsenobetaine,12737231,NA,NA,NA
220628_Smp_MU20_A,MU20,A,KM1906,Arsenobetaine,17504090,NA,NA,NA
220628_Smp_MU20_B,MU20,B,KM1906,Arsenobetaine,29321602,NA,NA,NA
220628_Smp_MU20_C,MU20,C,KM1906,Arsenobetaine,25953338,NA,NA,NA
220628_Smp_MU21_A,MU21,A,KM1906,Arsenobetaine,20489618,NA,NA,NA
220628_Smp_MU21_B,MU21,B,KM1906,Arsenobetaine,29383264,NA,NA,NA
220628_Smp_MU21_C,MU21,C,KM1906,Arsenobetaine,21799826,NA,NA,NA
220628_Smp_MU22_A,MU22,A,KM1906,Arsenobetaine,25063048,NA,NA,NA
220628_Smp_MU22_B,MU22,B,KM1906,Arsenobetaine,29331220,NA,NA,NA
220628_Smp_MU22_C,MU22,C,KM1906,Arsenobetaine,29718966,NA,NA,NA
220628_Smp_MU23_A,MU23,A,KM1906,Arsenobetaine,33858656,NA,NA,NA
220628_Smp_MU23_B,MU23,B,KM1906,Arsenobetaine,28694304,NA,NA,NA
220628_Smp_MU23_C,MU23,C,KM1906,Arsenobetaine,32347656,NA,NA,NA
220628_Smp_MU24_A,MU24,A,KM1906,Arsenobetaine,30237914,NA,NA,NA
220628_Smp_MU24_B,MU24,B,KM1906,Arsenobetaine,29342232,NA,NA,NA
220628_Smp_MU24_C,MU24,C,KM1906,Arsenobetaine,32756102,NA,NA,NA
220628_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,Arsenobetaine,NA,NA,NA,NA
220628_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,Arsenobetaine,NA,NA,NA,NA
220628_Std_4uMStdsMix1InMatrix_1,NA,NA,KM1906,Arsenobetaine,23671706,NA,NA,NA
220628_Std_4uMStdsMix1InMatrix_2,NA,NA,KM1906,Arsenobetaine,19658966,NA,NA,NA
220628_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,Arsenobetaine,4490619904,NA,NA,NA
220628_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,Arsenobetaine,4982470144,NA,NA,NA
220628_Std_4uMStdsMix2InMatrix_1,NA,NA,KM1906,Arsenobetaine,4251246336,NA,NA,NA
220628_Std_4uMStdsMix2InMatrix_2,NA,NA,KM1906,Arsenobetaine,4913270272,NA,NA,NA
220628_Std_H2OinMatrix_1,NA,NA,KM1906,Arsenobetaine,26094758,NA,NA,NA
220628_Std_H2OinMatrix_2,NA,NA,KM1906,Arsenobetaine,20447182,NA,NA,NA
220713_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,Arsenobetaine,NA,NA,NA,NA
220713_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,Arsenobetaine,NA,NA,NA,NA
220713_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,Arsenobetaine,5938755072,NA,NA,NA
220713_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,Arsenobetaine,5932690432,NA,NA,NA
220628_Poo_TruePooG3_Full1,NA,NA,KM1906,beta-Alaninebetaine,3302953984,NA,NA,NA
220628_Poo_TruePooG3_Full2,NA,NA,KM1906,beta-Alaninebetaine,3043204096,NA,NA,NA
220628_Poo_TruePooG3_Full3,NA,NA,KM1906,beta-Alaninebetaine,2892317952,NA,NA,NA
220628_Poo_TruePooG3_Half1,NA,NA,KM1906,beta-Alaninebetaine,1757993728,NA,NA,NA
220628_Poo_TruePooG3_Half2,NA,NA,KM1906,beta-Alaninebetaine,1459067904,NA,NA,NA
220628_Poo_TruePooG3_Half3,NA,NA,KM1906,beta-Alaninebetaine,1481771648,NA,NA,NA
220628_Smp_MBlk1_A,NA,NA,KM1906,beta-Alaninebetaine,83233984,NA,NA,NA
220628_Smp_MBlk1_B,NA,NA,KM1906,beta-Alaninebetaine,9138234,NA,NA,NA
220628_Smp_MMQBlk1_A,NA,NA,KM1906,beta-Alaninebetaine,3952257,NA,NA,NA
220628_Smp_MMQBlk1_B,NA,NA,KM1906,beta-Alaninebetaine,376153,NA,NA,NA
220628_Smp_MU1_A,MU1,A,KM1906,beta-Alaninebetaine,1872095488,NA,NA,NA
220628_Smp_MU1_B,MU1,B,KM1906,beta-Alaninebetaine,2231334400,NA,NA,NA
220628_Smp_MU1_C,MU1,C,KM1906,beta-Alaninebetaine,2227177984,NA,NA,NA
220628_Smp_MU2_A,MU2,A,KM1906,beta-Alaninebetaine,1345661440,NA,NA,NA
220628_Smp_MU2_B,MU2,B,KM1906,beta-Alaninebetaine,1752494976,NA,NA,NA
220628_Smp_MU2_C,MU2,C,KM1906,beta-Alaninebetaine,1901648896,NA,NA,NA
220628_Smp_MU3_A,MU3,A,KM1906,beta-Alaninebetaine,1403648128,NA,NA,NA
220628_Smp_MU3_B,MU3,B,KM1906,beta-Alaninebetaine,2258168064,NA,NA,NA
220628_Smp_MU3_C,MU3,C,KM1906,beta-Alaninebetaine,1777226368,NA,NA,NA
220628_Smp_MU4_A,MU4,A,KM1906,beta-Alaninebetaine,1738720384,NA,NA,NA
220628_Smp_MU4_B,MU4,B,KM1906,beta-Alaninebetaine,2177283328,NA,NA,NA
220628_Smp_MU4_C,MU4,C,KM1906,beta-Alaninebetaine,2134566144,NA,NA,NA
220628_Smp_MU5_A,MU5,A,KM1906,beta-Alaninebetaine,1058595840,NA,NA,NA
220628_Smp_MU5_B,MU5,B,KM1906,beta-Alaninebetaine,1489377280,NA,NA,NA
220628_Smp_MU5_C,MU5,C,KM1906,beta-Alaninebetaine,1261858688,NA,NA,NA
220628_Smp_MU6_A,MU6,A,KM1906,beta-Alaninebetaine,2074459136,NA,NA,NA
220628_Smp_MU6_B,MU6,B,KM1906,beta-Alaninebetaine,1848013312,NA,NA,NA
220628_Smp_MU6_C,MU6,C,KM1906,beta-Alaninebetaine,1396401152,NA,NA,NA
220628_Smp_MU7_A,MU7,A,KM1906,beta-Alaninebetaine,1478930432,NA,NA,NA
220628_Smp_MU7_B,MU7,B,KM1906,beta-Alaninebetaine,1757450880,NA,NA,NA
220628_Smp_MU7_C,MU7,C,KM1906,beta-Alaninebetaine,1686599040,NA,NA,NA
220628_Smp_MU8_A,MU8,A,KM1906,beta-Alaninebetaine,1589184512,NA,NA,NA
220628_Smp_MU8_B,MU8,B,KM1906,beta-Alaninebetaine,2045474944,NA,NA,NA
220628_Smp_MU8_C,MU8,C,KM1906,beta-Alaninebetaine,1709361792,NA,NA,NA
220628_Smp_MU9_A,MU9,A,KM1906,beta-Alaninebetaine,2278867712,NA,NA,NA
220628_Smp_MU9_B,MU9,B,KM1906,beta-Alaninebetaine,2207592960,NA,NA,NA
220628_Smp_MU9_C,MU9,C,KM1906,beta-Alaninebetaine,2607295232,NA,NA,NA
220628_Smp_MU10_A,MU10,A,KM1906,beta-Alaninebetaine,1693048192,NA,NA,NA
220628_Smp_MU10_B,MU10,B,KM1906,beta-Alaninebetaine,1672944896,NA,NA,NA
220628_Smp_MU10_C,MU10,C,KM1906,beta-Alaninebetaine,1138606592,NA,NA,NA
220628_Smp_MU11_A,MU11,A,KM1906,beta-Alaninebetaine,7063122432,NA,NA,NA
220628_Smp_MU11_B,MU11,B,KM1906,beta-Alaninebetaine,6380472320,NA,NA,NA
220628_Smp_MU11_C,MU11,C,KM1906,beta-Alaninebetaine,5043174400,NA,NA,NA
220628_Smp_MU14_A,MU14,A,KM1906,beta-Alaninebetaine,3645867520,NA,NA,NA
220628_Smp_MU14_B,MU14,B,KM1906,beta-Alaninebetaine,4593255936,NA,NA,NA
220628_Smp_MU14_C,MU14,C,KM1906,beta-Alaninebetaine,4409361408,NA,NA,NA
220628_Smp_MU15_A,MU15,A,KM1906,beta-Alaninebetaine,2992219392,NA,NA,NA
220628_Smp_MU15_B,MU15,B,KM1906,beta-Alaninebetaine,4563577344,NA,NA,NA
220628_Smp_MU15_C,MU15,C,KM1906,beta-Alaninebetaine,3403914752,NA,NA,NA
220628_Smp_MU16_A,MU16,A,KM1906,beta-Alaninebetaine,2921360896,NA,NA,NA
220628_Smp_MU16_B,MU16,B,KM1906,beta-Alaninebetaine,4910144000,NA,NA,NA
220628_Smp_MU16_C,MU16,C,KM1906,beta-Alaninebetaine,3892142592,NA,NA,NA
220628_Smp_MU17_A,MU17,A,KM1906,beta-Alaninebetaine,3587106816,NA,NA,NA
220628_Smp_MU17_B,MU17,B,KM1906,beta-Alaninebetaine,4371793408,NA,NA,NA
220628_Smp_MU17_C,MU17,C,KM1906,beta-Alaninebetaine,5268838912,NA,NA,NA
220628_Smp_MU18_A,MU18,A,KM1906,beta-Alaninebetaine,3065302272,NA,NA,NA
220628_Smp_MU18_B,MU18,B,KM1906,beta-Alaninebetaine,4963361280,NA,NA,NA
220628_Smp_MU18_C,MU18,C,KM1906,beta-Alaninebetaine,4251192320,NA,NA,NA
220628_Smp_MU19_A,MU19,A,KM1906,beta-Alaninebetaine,7825413632,NA,NA,NA
220628_Smp_MU19_B,MU19,B,KM1906,beta-Alaninebetaine,7713888768,NA,NA,NA
220628_Smp_MU19_C,MU19,C,KM1906,beta-Alaninebetaine,6214695424,NA,NA,NA
220628_Smp_MU20_A,MU20,A,KM1906,beta-Alaninebetaine,3291017472,NA,NA,NA
220628_Smp_MU20_B,MU20,B,KM1906,beta-Alaninebetaine,5372338688,NA,NA,NA
220628_Smp_MU20_C,MU20,C,KM1906,beta-Alaninebetaine,4542044160,NA,NA,NA
220628_Smp_MU21_A,MU21,A,KM1906,beta-Alaninebetaine,1742340608,NA,NA,NA
220628_Smp_MU21_B,MU21,B,KM1906,beta-Alaninebetaine,2735939584,NA,NA,NA
220628_Smp_MU21_C,MU21,C,KM1906,beta-Alaninebetaine,1829448064,NA,NA,NA
220628_Smp_MU22_A,MU22,A,KM1906,beta-Alaninebetaine,1280003840,NA,NA,NA
220628_Smp_MU22_B,MU22,B,KM1906,beta-Alaninebetaine,1754417280,NA,NA,NA
220628_Smp_MU22_C,MU22,C,KM1906,beta-Alaninebetaine,1729631488,NA,NA,NA
220628_Smp_MU23_A,MU23,A,KM1906,beta-Alaninebetaine,1400613504,NA,NA,NA
220628_Smp_MU23_B,MU23,B,KM1906,beta-Alaninebetaine,1523792128,NA,NA,NA
220628_Smp_MU23_C,MU23,C,KM1906,beta-Alaninebetaine,1766982528,NA,NA,NA
220628_Smp_MU24_A,MU24,A,KM1906,beta-Alaninebetaine,1321680640,NA,NA,NA
220628_Smp_MU24_B,MU24,B,KM1906,beta-Alaninebetaine,1546395264,NA,NA,NA
220628_Smp_MU24_C,MU24,C,KM1906,beta-Alaninebetaine,1516424576,NA,NA,NA
220628_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,beta-Alaninebetaine,1192705,NA,NA,NA
220628_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,beta-Alaninebetaine,1672282,NA,NA,NA
220628_Std_4uMStdsMix1InMatrix_1,NA,NA,KM1906,beta-Alaninebetaine,2316015616,NA,NA,NA
220628_Std_4uMStdsMix1InMatrix_2,NA,NA,KM1906,beta-Alaninebetaine,1834509184,NA,NA,NA
220628_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,beta-Alaninebetaine,3790912000,NA,NA,NA
220628_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,beta-Alaninebetaine,4162292480,NA,NA,NA
220628_Std_4uMStdsMix2InMatrix_1,NA,NA,KM1906,beta-Alaninebetaine,5189872128,NA,NA,NA
220628_Std_4uMStdsMix2InMatrix_2,NA,NA,KM1906,beta-Alaninebetaine,5091742720,NA,NA,NA
220628_Std_H2OinMatrix_1,NA,NA,KM1906,beta-Alaninebetaine,2434085120,NA,NA,NA
220628_Std_H2OinMatrix_2,NA,NA,KM1906,beta-Alaninebetaine,1786307200,NA,NA,NA
220713_Std_4uMStdsMix1InH2O_1,NA,NA,KM1906,beta-Alaninebetaine,6060904,NA,NA,NA
220713_Std_4uMStdsMix1InH2O_2,NA,NA,KM1906,beta-Alaninebetaine,2626099,NA,NA,NA
220713_Std_4uMStdsMix2InH2O_1,NA,NA,KM1906,beta-Alaninebetaine,5092282880,NA,NA,NA
220713_Std_4uMStdsMix2InH2O_2,NA,NA,KM1906,beta-Alaninebetaine,4976251392,NA,NA,NA
220628_Poo_TruePooG3_Full1,NA,NA,KM1906,beta-Glutamic acid,96015128,NA,NA,NA
220628_Poo_TruePooG3_Full2,NA,NA,KM1906,beta-Glutamic acid,18519812,NA,NA,NA
220628_Poo_TruePooG3_Full3,NA,NA,KM1906,beta-Glutamic acid,17397086,NA,NA,NA
220628_Poo_TruePooG3_Half1,NA,NA,KM1906,beta-Glutamic acid,61566744,NA,NA,NA
220628_Poo_TruePooG3_Half2,NA,NA,KM1906,beta-Glutamic acid,11171443,NA,NA,NA
220628_Poo_TruePooG3_Half3,NA,NA,KM1906,beta-Glutamic acid,10682059,NA,NA,NA
220628_Smp_MBlk1_A,NA,NA,KM1906,beta-Glutamic acid,2632749,NA,NA,NA
220628_Smp_MBlk1_B,NA,NA,KM1906,beta-Glutamic acid,406858,NA,NA,NA
220628_Smp_MMQBlk1_A,NA,NA,KM1906,beta-Glutamic acid,105884,NA,NA,NA
220628_Smp_MMQBlk1_B,NA,NA,KM1906,beta-Glutamic acid,0,NA,NA,NA
220628_Smp_MU1_A,MU1,A,KM1906,beta-Glutamic acid,9568448,NA,NA,NA
220628_Smp_MU1_B,MU1,B,KM1906,beta-Glutamic acid,9483124,NA,NA,NA
220628_Smp_MU1_C,MU1,C,KM1906,beta-Glutamic acid,10994105,NA,NA,NA
220628_Smp_MU2_A,MU2,A,KM1906,beta-Glutamic acid,9099898,NA,NA,NA
220628_Smp_MU2_B,MU2,B,KM1906,beta-Glutamic acid,11776095,NA,NA,NA
220628_Smp_MU2_C,MU2,C,KM1906,beta-Glutamic acid,7790941,NA,NA,NA
220628_Smp_MU3_A,MU3,A,KM1906,beta-Glutamic acid,5859245,NA,NA,NA
220628_Smp_MU3_B,MU3,B,KM1906,beta-Glutamic acid,10112686,NA,NA,NA
220628_Smp_MU3_C,MU3,C,KM1906,beta-Glutamic acid,7399861,NA,NA,NA
220628_Smp_MU4_A,MU4,A,KM1906,beta-Glutamic acid,7642523,NA,NA,NA
220628_Smp_MU4_B,MU4,B,KM1906,beta-Glutamic acid,59371516,NA,NA,NA
220628_Smp_MU4_C,MU4,C,KM1906,beta-Glutamic acid,9385217,NA,NA,NA
220628_Smp_MU5_A,MU5,A,KM1906,beta-Glutamic acid,36372324,NA,NA,NA
220628_Smp_MU5_B,MU5,B,KM1906,beta-Glutamic acid,7856853,NA,NA,NA
220628_Smp_MU5_C,MU5,C,KM1906,beta-Glutamic acid,4374216,NA,NA,NA
220628_Smp_MU6_A,MU6,A,KM1906,beta-Glutamic acid,4458511,NA,NA,NA
220628_Smp_MU6_B,MU6,B,KM1906,beta-Glutamic acid,5281571,NA,NA,NA
220628_Smp_MU6_C,MU6,C,KM1906,beta-Glutamic acid,393186.375,NA,Flag,NA
220628_Smp_MU7_A,MU7,A,KM1906,beta-Glutamic acid,6503108,NA,NA,NA
220628_Smp_MU7_B,MU7,B,KM1906,beta-Glutamic acid,4325765,NA,NA,NA
220628_Smp_MU7_C,MU7,C,KM1906,beta-Glutamic acid,5253723,NA,NA,NA
220628_Smp_MU8_A,MU8,A,KM1906,beta-Glutamic acid,9798001,NA,NA,NA
220628_Smp_MU8_B,MU8,B,KM1906,beta-Glutamic acid,12466124,NA,NA,NA
220628_Smp_MU8_C,MU8,C,KM1906,beta-Glutamic acid,10386870,NA,NA,NA
220628_Smp_MU9_A,MU9,A,KM1906,beta-Glutamic acid,18728050,NA,NA,NA
220628_Smp_MU9_B,MU9,B,KM1906,beta-Glutamic acid,24903392,NA,NA,NA
220628_Smp_MU9_C,MU9,C,KM1906,beta-Glutamic acid,21501820,NA,NA,NA
220628_Smp_MU10_A,MU10,A,KM1906,beta-Glutamic acid,18908206,NA,NA,NA
220628_Smp_MU10_B,MU10,B,KM1906,beta-Glutamic acid,14970119,NA,NA,NA
220628_Smp_MU10_C,MU10,C,KM1906,beta-Glutamic acid,44744868,NA,NA,NA
220628_Smp_MU11_A,MU11,A,KM1906,beta-Glutamic acid,13024891,NA,NA,NA
220628_Smp_MU11_B,MU11,B,KM1906,beta-Glutamic acid,31819898,NA,NA,NA
220628_Smp_MU11_C,MU11,C,KM1906,beta-Glutamic acid,23337596,NA,NA,NA
220628_Smp_MU14_A,MU14,A,KM1906,beta-Glutamic acid,13778882,NA,NA,NA
220628_Smp_MU14_B,MU14,B,KM1906,beta-Glutamic acid,14994272,NA,NA,NA
220628_Smp_MU14_C,MU14,C,KM1906,beta-Glutamic acid,16276590,NA,NA,NA
220628_Smp_MU15_A,MU15,A,KM1906,beta-Glutamic acid,23562686,NA,NA,NA
220628_Smp_MU15_B,MU15,B,KM1906,beta-Glutamic acid,111353400,NA,NA,NA
220628_Smp_MU15_C,MU15,C,KM1906,beta-Glutamic acid,20730662,NA,NA,NA
220628_Smp_MU16_A,MU16,A,KM1906,beta-Glutamic acid,22855110,NA,NA,NA
220628_Smp_MU16_B,MU16,B,KM1906,beta-Glutamic acid,32676768,NA,NA,NA
220628_Smp_MU16_C,MU16,C,KM1906,beta-Glutamic acid,27269018,NA,NA,NA
220628_Smp_MU17_A,MU17,A,KM1906,beta-Glutamic acid,100234840,NA,NA,NA
220628_Smp_MU17_B,MU17,B,KM1906,beta-Glutamic acid,86776400,NA,NA,NA
220628_Smp_MU17_C,MU17,C,KM1906,beta-Glutamic acid,100578592,NA,NA,NA
220628_Smp_MU18_A,MU18,A,KM1906,beta-Glutamic acid,34566184,NA,NA,NA
220628_Smp_MU18_B,MU18,B,KM1906,beta-Glutamic acid,39818916,NA,NA,NA
220628_Smp_MU18_C,MU18,C,KM1906,beta-Glutamic acid,51753192,NA,NA,NA
220628_Smp_MU19_A,MU19,A,KM1906,beta-Glutamic acid,25866802,NA,NA,NA
220628_Smp_MU19_B,MU19,B,KM1906,beta-Glutamic acid,21053640,NA,NA,NA
220628_Smp_MU19_C,MU19,C,KM1906,beta-Glutamic acid,20540378,NA,NA,NA
220628_Smp_MU20_A,MU20,A,KM1906,beta-Glutamic acid,50535924,NA,NA,NA
220628_Smp_MU20_B,MU20,B,KM1906,beta-Glutamic acid,61738644,NA,NA,NA
