Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.ratio.flag,smp.remove
240801_Smp_TN397_S17_DCM_C,240801_Smp_TN397_S17_DCM,C,G4_DepthProfiles,Trehalose,7511141,NA,NA,NA
240801_Smp_TN397_S18_DCM_A,240801_Smp_TN397_S18_DCM,A,G4_DepthProfiles,Trehalose,6794758,NA,NA,NA
240801_Smp_TN397_S18_DCM_B,240801_Smp_TN397_S18_DCM,B,G4_DepthProfiles,Trehalose,5492498,NA,NA,NA
240801_Smp_TN397_S18_DCM_C,240801_Smp_TN397_S18_DCM,C,G4_DepthProfiles,Trehalose,15461832,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_1,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,1676867072,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_2,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,1641016576,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_1,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,1765693952,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_2,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,1770382208,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_1,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,113842,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_2,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,81867,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_1,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,172983536,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_2,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,161467824,NA,NA,NA
190715_Std_H2OinMatrix_1,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,171412896,NA,NA,NA
190715_Std_H2OinMatrix_2,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,146692992,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_B,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,17746262,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_C,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,10917085,NA,NA,NA
190715_Blk_KM1906U14-Blk_C,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,25005874,NA,NA,NA
190715_Poo_TruePooKM1906_Full1,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,2808578560,NA,NA,NA
190715_Poo_TruePooKM1906_Full2,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,2849062400,NA,NA,NA
190715_Poo_TruePooKM1906_Full3,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,2743418368,NA,NA,NA
190715_Poo_TruePooKM1906_Half1,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,1613052032,NA,NA,NA
190715_Poo_TruePooKM1906_Half2,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,1568808704,NA,NA,NA
190715_Poo_TruePooKM1906_Half3,NA,NA,G3_DepthProfiles,Trimethylamine N-oxide,1482056576,NA,NA,NA
190715_Smp_KM1906S4C27D40_A,190715_Smp_KM1906S4C27D40,A,G3_DepthProfiles,Trimethylamine N-oxide,8163160064,NA,NA,NA
190715_Smp_KM1906S4C27D40_B,190715_Smp_KM1906S4C27D40,B,G3_DepthProfiles,Trimethylamine N-oxide,5847886336,NA,NA,NA
190715_Smp_KM1906S4C27D40_C,190715_Smp_KM1906S4C27D40,C,G3_DepthProfiles,Trimethylamine N-oxide,6550083584,NA,NA,NA
190715_Smp_KM1906S4C27D70_A,190715_Smp_KM1906S4C27D70,A,G3_DepthProfiles,Trimethylamine N-oxide,2543858432,NA,NA,NA
190715_Smp_KM1906S4C27D70_B,190715_Smp_KM1906S4C27D70,B,G3_DepthProfiles,Trimethylamine N-oxide,2721349888,NA,NA,NA
190715_Smp_KM1906S4C27D70_C,190715_Smp_KM1906S4C27D70,C,G3_DepthProfiles,Trimethylamine N-oxide,2636423680,NA,NA,NA
190715_Smp_KM1906S4C27D125_A,190715_Smp_KM1906S4C27D125,A,G3_DepthProfiles,Trimethylamine N-oxide,1165138048,NA,NA,NA
190715_Smp_KM1906S4C27D125_B,190715_Smp_KM1906S4C27D125,B,G3_DepthProfiles,Trimethylamine N-oxide,1303299072,NA,NA,NA
190715_Smp_KM1906S4C27D125_C,190715_Smp_KM1906S4C27D125,C,G3_DepthProfiles,Trimethylamine N-oxide,2009982720,NA,NA,NA
190715_Smp_KM1906S4C27D300_A,190715_Smp_KM1906S4C27D300,A,G3_DepthProfiles,Trimethylamine N-oxide,802932800,NA,NA,NA
190715_Smp_KM1906S4C27D300_B,190715_Smp_KM1906S4C27D300,B,G3_DepthProfiles,Trimethylamine N-oxide,1686920064,NA,NA,NA
190715_Smp_KM1906S4C27D300_C,190715_Smp_KM1906S4C27D300,C,G3_DepthProfiles,Trimethylamine N-oxide,516145760,NA,NA,NA
190715_Smp_KM1906S4C27D500_A,190715_Smp_KM1906S4C27D500,A,G3_DepthProfiles,Trimethylamine N-oxide,784269824,NA,NA,NA
190715_Smp_KM1906S4C27D500_B,190715_Smp_KM1906S4C27D500,B,G3_DepthProfiles,Trimethylamine N-oxide,479401696,NA,NA,NA
190715_Smp_KM1906S4C27D500_C,190715_Smp_KM1906S4C27D500,C,G3_DepthProfiles,Trimethylamine N-oxide,1171765888,NA,NA,NA
190715_Smp_KM1906S4C28D15_A,190715_Smp_KM1906S4C28D15,A,G3_DepthProfiles,Trimethylamine N-oxide,623598208,NA,NA,NA
190715_Smp_KM1906S4C28D15_B,190715_Smp_KM1906S4C28D15,B,G3_DepthProfiles,Trimethylamine N-oxide,830953792,NA,NA,NA
190715_Smp_KM1906S4C28D15_C,190715_Smp_KM1906S4C28D15,C,G3_DepthProfiles,Trimethylamine N-oxide,676925184,NA,NA,NA
190715_Smp_KM1906S5C3D80_A,190715_Smp_KM1906S5C3D80,A,G3_DepthProfiles,Trimethylamine N-oxide,3571869696,NA,NA,NA
190715_Smp_KM1906S5C3D80_B,190715_Smp_KM1906S5C3D80,B,G3_DepthProfiles,Trimethylamine N-oxide,1680847104,NA,NA,NA
190715_Smp_KM1906S5C3D80_C,190715_Smp_KM1906S5C3D80,C,G3_DepthProfiles,Trimethylamine N-oxide,1839093888,NA,NA,NA
190715_Smp_KM1906S5C3D125_A,190715_Smp_KM1906S5C3D125,A,G3_DepthProfiles,Trimethylamine N-oxide,830690688,NA,NA,NA
190715_Smp_KM1906S5C3D125_B,190715_Smp_KM1906S5C3D125,B,G3_DepthProfiles,Trimethylamine N-oxide,526568992,NA,NA,NA
190715_Smp_KM1906S5C3D125_C,190715_Smp_KM1906S5C3D125,C,G3_DepthProfiles,Trimethylamine N-oxide,735454080,NA,NA,NA
190715_Smp_KM1906S5C3D200_A,190715_Smp_KM1906S5C3D200,A,G3_DepthProfiles,Trimethylamine N-oxide,290518528,NA,NA,NA
190715_Smp_KM1906S5C3D200_B,190715_Smp_KM1906S5C3D200,B,G3_DepthProfiles,Trimethylamine N-oxide,510896800,NA,NA,NA
190715_Smp_KM1906S5C3D200_C,190715_Smp_KM1906S5C3D200,C,G3_DepthProfiles,Trimethylamine N-oxide,310473856,NA,NA,NA
190715_Smp_KM1906S5C3D400_A,190715_Smp_KM1906S5C3D400,A,G3_DepthProfiles,Trimethylamine N-oxide,327384384,NA,NA,NA
190715_Smp_KM1906S5C3D400_B,190715_Smp_KM1906S5C3D400,B,G3_DepthProfiles,Trimethylamine N-oxide,498035744,NA,NA,NA
190715_Smp_KM1906S5C3D400_C,190715_Smp_KM1906S5C3D400,C,G3_DepthProfiles,Trimethylamine N-oxide,921753536,NA,NA,NA
190715_Smp_KM1906S5C3D1000_A,190715_Smp_KM1906S5C3D1000,A,G3_DepthProfiles,Trimethylamine N-oxide,690835328,NA,NA,NA
190715_Smp_KM1906S5C3D1000_B,190715_Smp_KM1906S5C3D1000,B,G3_DepthProfiles,Trimethylamine N-oxide,442614016,NA,NA,NA
190715_Smp_KM1906S5C3D1000_C,190715_Smp_KM1906S5C3D1000,C,G3_DepthProfiles,Trimethylamine N-oxide,466956128,NA,NA,NA
190715_Smp_KM1906S6C3D75_A,190715_Smp_KM1906S6C3D75,A,G3_DepthProfiles,Trimethylamine N-oxide,728002304,NA,NA,NA
190715_Smp_KM1906S6C3D75_B,190715_Smp_KM1906S6C3D75,B,G3_DepthProfiles,Trimethylamine N-oxide,671417472,NA,NA,NA
190715_Smp_KM1906S6C3D75_C,190715_Smp_KM1906S6C3D75,C,G3_DepthProfiles,Trimethylamine N-oxide,469192352,NA,NA,NA
190715_Smp_KM1906S6C3D115_A,190715_Smp_KM1906S6C3D115,A,G3_DepthProfiles,Trimethylamine N-oxide,961243904,NA,NA,NA
190715_Smp_KM1906S6C3D115_B,190715_Smp_KM1906S6C3D115,B,G3_DepthProfiles,Trimethylamine N-oxide,773772416,NA,NA,NA
190715_Smp_KM1906S6C3D115_C,190715_Smp_KM1906S6C3D115,C,G3_DepthProfiles,Trimethylamine N-oxide,619562560,NA,NA,NA
190715_Smp_KM1906S6C3D200_A,190715_Smp_KM1906S6C3D200,A,G3_DepthProfiles,Trimethylamine N-oxide,480610080,NA,NA,NA
190715_Smp_KM1906S6C3D200_B,190715_Smp_KM1906S6C3D200,B,G3_DepthProfiles,Trimethylamine N-oxide,247275024,NA,NA,NA
190715_Smp_KM1906S6C3D200_C,190715_Smp_KM1906S6C3D200,C,G3_DepthProfiles,Trimethylamine N-oxide,407761632,NA,NA,NA
190715_Smp_KM1906S6C3D400_A,190715_Smp_KM1906S6C3D400,A,G3_DepthProfiles,Trimethylamine N-oxide,332216704,NA,NA,NA
190715_Smp_KM1906S6C3D400_B,190715_Smp_KM1906S6C3D400,B,G3_DepthProfiles,Trimethylamine N-oxide,481871488,NA,NA,NA
190715_Smp_KM1906S6C3D400_C,190715_Smp_KM1906S6C3D400,C,G3_DepthProfiles,Trimethylamine N-oxide,416628480,NA,NA,NA
190715_Smp_KM1906S6C3D1000_A,190715_Smp_KM1906S6C3D1000,A,G3_DepthProfiles,Trimethylamine N-oxide,311574240,NA,NA,NA
190715_Smp_KM1906S6C3D1000_B,190715_Smp_KM1906S6C3D1000,B,G3_DepthProfiles,Trimethylamine N-oxide,211932928,NA,NA,NA
190715_Smp_KM1906S6C3D1000_C,190715_Smp_KM1906S6C3D1000,C,G3_DepthProfiles,Trimethylamine N-oxide,442367360,NA,NA,NA
190715_Smp_KM1906U12_A,190715_Smp_KM1906U12,A,G3_DepthProfiles,Trimethylamine N-oxide,8855043072,NA,NA,NA
190715_Smp_KM1906U12_B,190715_Smp_KM1906U12,B,G3_DepthProfiles,Trimethylamine N-oxide,2405541120,NA,NA,NA
190715_Smp_KM1906U12_C,190715_Smp_KM1906U12,C,G3_DepthProfiles,Trimethylamine N-oxide,3480666112,NA,NA,NA
190715_Smp_KM1906U13_A,190715_Smp_KM1906U13,A,G3_DepthProfiles,Trimethylamine N-oxide,423360128,NA,NA,NA
190715_Smp_KM1906U13_B,190715_Smp_KM1906U13,B,G3_DepthProfiles,Trimethylamine N-oxide,248602992,NA,NA,NA
190715_Smp_KM1906U13_C,190715_Smp_KM1906U13,C,G3_DepthProfiles,Trimethylamine N-oxide,202080592,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_1,NA,NA,G3_DepthProfiles,L-Alanine,113232400,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_2,NA,NA,G3_DepthProfiles,L-Alanine,98393232,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_1,NA,NA,G3_DepthProfiles,L-Alanine,143450528,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_2,NA,NA,G3_DepthProfiles,L-Alanine,125928736,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_1,NA,NA,G3_DepthProfiles,L-Alanine,181443,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_2,NA,NA,G3_DepthProfiles,L-Alanine,330238,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_1,NA,NA,G3_DepthProfiles,L-Alanine,35243868,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_2,NA,NA,G3_DepthProfiles,L-Alanine,26612420,NA,NA,NA
190715_Std_H2OinMatrix_1,NA,NA,G3_DepthProfiles,L-Alanine,39950656,NA,NA,NA
190715_Std_H2OinMatrix_2,NA,NA,G3_DepthProfiles,L-Alanine,33405672,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_B,NA,NA,G3_DepthProfiles,L-Alanine,7519014,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_C,NA,NA,G3_DepthProfiles,L-Alanine,8332327,NA,NA,NA
190715_Blk_KM1906U14-Blk_C,NA,NA,G3_DepthProfiles,L-Alanine,10393008,NA,NA,NA
190715_Poo_TruePooKM1906_Full1,NA,NA,G3_DepthProfiles,L-Alanine,46868632,NA,NA,NA
190715_Poo_TruePooKM1906_Full2,NA,NA,G3_DepthProfiles,L-Alanine,32367174,NA,NA,NA
190715_Poo_TruePooKM1906_Full3,NA,NA,G3_DepthProfiles,L-Alanine,28995454,NA,NA,NA
190715_Poo_TruePooKM1906_Half1,NA,NA,G3_DepthProfiles,L-Alanine,40759492,NA,NA,NA
190715_Poo_TruePooKM1906_Half2,NA,NA,G3_DepthProfiles,L-Alanine,25500124,NA,NA,NA
190715_Poo_TruePooKM1906_Half3,NA,NA,G3_DepthProfiles,L-Alanine,22082030,NA,NA,NA
190715_Smp_KM1906S4C27D40_A,190715_Smp_KM1906S4C27D40,A,G3_DepthProfiles,L-Alanine,80154872,NA,NA,NA
190715_Smp_KM1906S4C27D40_B,190715_Smp_KM1906S4C27D40,B,G3_DepthProfiles,L-Alanine,58487220,NA,NA,NA
190715_Smp_KM1906S4C27D40_C,190715_Smp_KM1906S4C27D40,C,G3_DepthProfiles,L-Alanine,49745112,NA,NA,NA
190715_Smp_KM1906S4C27D70_A,190715_Smp_KM1906S4C27D70,A,G3_DepthProfiles,L-Alanine,39126616,NA,NA,NA
190715_Smp_KM1906S4C27D70_B,190715_Smp_KM1906S4C27D70,B,G3_DepthProfiles,L-Alanine,41562620,NA,NA,NA
190715_Smp_KM1906S4C27D70_C,190715_Smp_KM1906S4C27D70,C,G3_DepthProfiles,L-Alanine,33047526,NA,NA,NA
190715_Smp_KM1906S4C27D125_A,190715_Smp_KM1906S4C27D125,A,G3_DepthProfiles,L-Alanine,19969892,NA,NA,NA
190715_Smp_KM1906S4C27D125_B,190715_Smp_KM1906S4C27D125,B,G3_DepthProfiles,L-Alanine,31267380,NA,NA,NA
190715_Smp_KM1906S4C27D125_C,190715_Smp_KM1906S4C27D125,C,G3_DepthProfiles,L-Alanine,27331806,NA,NA,NA
190715_Smp_KM1906S4C27D300_A,190715_Smp_KM1906S4C27D300,A,G3_DepthProfiles,L-Alanine,17677908,NA,NA,NA
190715_Smp_KM1906S4C27D300_B,190715_Smp_KM1906S4C27D300,B,G3_DepthProfiles,L-Alanine,15770260,NA,NA,NA
190715_Smp_KM1906S4C27D300_C,190715_Smp_KM1906S4C27D300,C,G3_DepthProfiles,L-Alanine,19285886,NA,NA,NA
190715_Smp_KM1906S4C27D500_A,190715_Smp_KM1906S4C27D500,A,G3_DepthProfiles,L-Alanine,12813047,NA,NA,NA
190715_Smp_KM1906S4C27D500_B,190715_Smp_KM1906S4C27D500,B,G3_DepthProfiles,L-Alanine,13869400,NA,NA,NA
190715_Smp_KM1906S4C27D500_C,190715_Smp_KM1906S4C27D500,C,G3_DepthProfiles,L-Alanine,10834460,NA,NA,NA
190715_Smp_KM1906S4C28D15_A,190715_Smp_KM1906S4C28D15,A,G3_DepthProfiles,L-Alanine,57444852,NA,NA,NA
190715_Smp_KM1906S4C28D15_B,190715_Smp_KM1906S4C28D15,B,G3_DepthProfiles,L-Alanine,41582244,NA,NA,NA
190715_Smp_KM1906S4C28D15_C,190715_Smp_KM1906S4C28D15,C,G3_DepthProfiles,L-Alanine,41664212,NA,NA,NA
190715_Smp_KM1906S5C3D80_A,190715_Smp_KM1906S5C3D80,A,G3_DepthProfiles,L-Alanine,58528012,NA,NA,NA
190715_Smp_KM1906S5C3D80_B,190715_Smp_KM1906S5C3D80,B,G3_DepthProfiles,L-Alanine,44891112,NA,NA,NA
190715_Smp_KM1906S5C3D80_C,190715_Smp_KM1906S5C3D80,C,G3_DepthProfiles,L-Alanine,41741812,NA,NA,NA
190715_Smp_KM1906S5C3D125_A,190715_Smp_KM1906S5C3D125,A,G3_DepthProfiles,L-Alanine,13906961,NA,NA,NA
190715_Smp_KM1906S5C3D125_B,190715_Smp_KM1906S5C3D125,B,G3_DepthProfiles,L-Alanine,15349744,NA,NA,NA
190715_Smp_KM1906S5C3D125_C,190715_Smp_KM1906S5C3D125,C,G3_DepthProfiles,L-Alanine,17796250,NA,NA,NA
190715_Smp_KM1906S5C3D200_A,190715_Smp_KM1906S5C3D200,A,G3_DepthProfiles,L-Alanine,7536745,NA,NA,NA
190715_Smp_KM1906S5C3D200_B,190715_Smp_KM1906S5C3D200,B,G3_DepthProfiles,L-Alanine,11310535,NA,NA,NA
190715_Smp_KM1906S5C3D200_C,190715_Smp_KM1906S5C3D200,C,G3_DepthProfiles,L-Alanine,7367978,NA,NA,NA
190715_Smp_KM1906S5C3D400_A,190715_Smp_KM1906S5C3D400,A,G3_DepthProfiles,L-Alanine,8957150,NA,NA,NA
190715_Smp_KM1906S5C3D400_B,190715_Smp_KM1906S5C3D400,B,G3_DepthProfiles,L-Alanine,8490472,NA,NA,NA
190715_Smp_KM1906S5C3D400_C,190715_Smp_KM1906S5C3D400,C,G3_DepthProfiles,L-Alanine,8717090,NA,NA,NA
190715_Smp_KM1906S5C3D1000_A,190715_Smp_KM1906S5C3D1000,A,G3_DepthProfiles,L-Alanine,8578633,NA,NA,NA
190715_Smp_KM1906S5C3D1000_B,190715_Smp_KM1906S5C3D1000,B,G3_DepthProfiles,L-Alanine,12677685,NA,NA,NA
190715_Smp_KM1906S5C3D1000_C,190715_Smp_KM1906S5C3D1000,C,G3_DepthProfiles,L-Alanine,11961973,NA,NA,NA
190715_Smp_KM1906S6C3D75_A,190715_Smp_KM1906S6C3D75,A,G3_DepthProfiles,L-Alanine,26370828,NA,NA,NA
190715_Smp_KM1906S6C3D75_B,190715_Smp_KM1906S6C3D75,B,G3_DepthProfiles,L-Alanine,25074300,NA,NA,NA
190715_Smp_KM1906S6C3D75_C,190715_Smp_KM1906S6C3D75,C,G3_DepthProfiles,L-Alanine,25103600,NA,NA,NA
190715_Smp_KM1906S6C3D115_A,190715_Smp_KM1906S6C3D115,A,G3_DepthProfiles,L-Alanine,21790316,NA,NA,NA
190715_Smp_KM1906S6C3D115_B,190715_Smp_KM1906S6C3D115,B,G3_DepthProfiles,L-Alanine,15102293,NA,NA,NA
190715_Smp_KM1906S6C3D115_C,190715_Smp_KM1906S6C3D115,C,G3_DepthProfiles,L-Alanine,18684128,NA,NA,NA
190715_Smp_KM1906S6C3D200_A,190715_Smp_KM1906S6C3D200,A,G3_DepthProfiles,L-Alanine,15449219,NA,NA,NA
190715_Smp_KM1906S6C3D200_B,190715_Smp_KM1906S6C3D200,B,G3_DepthProfiles,L-Alanine,14038457,NA,NA,NA
190715_Smp_KM1906S6C3D200_C,190715_Smp_KM1906S6C3D200,C,G3_DepthProfiles,L-Alanine,13595701,NA,NA,NA
190715_Smp_KM1906S6C3D400_A,190715_Smp_KM1906S6C3D400,A,G3_DepthProfiles,L-Alanine,10545982,NA,NA,NA
190715_Smp_KM1906S6C3D400_B,190715_Smp_KM1906S6C3D400,B,G3_DepthProfiles,L-Alanine,12036490,NA,NA,NA
190715_Smp_KM1906S6C3D400_C,190715_Smp_KM1906S6C3D400,C,G3_DepthProfiles,L-Alanine,11606353,NA,NA,NA
190715_Smp_KM1906S6C3D1000_A,190715_Smp_KM1906S6C3D1000,A,G3_DepthProfiles,L-Alanine,20316578,NA,NA,NA
190715_Smp_KM1906S6C3D1000_B,190715_Smp_KM1906S6C3D1000,B,G3_DepthProfiles,L-Alanine,12226840,NA,NA,NA
190715_Smp_KM1906S6C3D1000_C,190715_Smp_KM1906S6C3D1000,C,G3_DepthProfiles,L-Alanine,10573784,NA,NA,NA
190715_Smp_KM1906U12_A,190715_Smp_KM1906U12,A,G3_DepthProfiles,L-Alanine,94016232,NA,NA,NA
190715_Smp_KM1906U12_B,190715_Smp_KM1906U12,B,G3_DepthProfiles,L-Alanine,66767820,NA,NA,NA
190715_Smp_KM1906U12_C,190715_Smp_KM1906U12,C,G3_DepthProfiles,L-Alanine,92731728,NA,NA,NA
190715_Smp_KM1906U13_A,190715_Smp_KM1906U13,A,G3_DepthProfiles,L-Alanine,22193584,NA,NA,NA
190715_Smp_KM1906U13_B,190715_Smp_KM1906U13,B,G3_DepthProfiles,L-Alanine,18457108,NA,NA,NA
190715_Smp_KM1906U13_C,190715_Smp_KM1906U13,C,G3_DepthProfiles,L-Alanine,19649096,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_1,NA,NA,G3_DepthProfiles,Sarcosine,1333304,NA,NA,NA
190715_Std_4uMStdsMix1InH2O_2,NA,NA,G3_DepthProfiles,Sarcosine,2996386,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_1,NA,NA,G3_DepthProfiles,Sarcosine,7480338,NA,NA,NA
190715_Std_4uMStdsMix1InMatrix_2,NA,NA,G3_DepthProfiles,Sarcosine,5673812,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_1,NA,NA,G3_DepthProfiles,Sarcosine,303454528,NA,NA,NA
190715_Std_4uMStdsMix2InH2O_2,NA,NA,G3_DepthProfiles,Sarcosine,251915184,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_1,NA,NA,G3_DepthProfiles,Sarcosine,155410432,NA,NA,NA
190715_Std_4uMStdsMix2InMatrix_2,NA,NA,G3_DepthProfiles,Sarcosine,112237328,NA,NA,NA
190715_Std_H2OinMatrix_1,NA,NA,G3_DepthProfiles,Sarcosine,6448187,NA,NA,NA
190715_Std_H2OinMatrix_2,NA,NA,G3_DepthProfiles,Sarcosine,4132541,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_B,NA,NA,G3_DepthProfiles,Sarcosine,2632011,NA,NA,NA
190715_Blk_KM1906S6C31000-Blk_C,NA,NA,G3_DepthProfiles,Sarcosine,4006824,NA,NA,NA
190715_Blk_KM1906U14-Blk_C,NA,NA,G3_DepthProfiles,Sarcosine,3743357,NA,NA,NA
190715_Poo_TruePooKM1906_Full1,NA,NA,G3_DepthProfiles,Sarcosine,7067375,NA,NA,NA
190715_Poo_TruePooKM1906_Full2,NA,NA,G3_DepthProfiles,Sarcosine,7768035,NA,NA,NA
190715_Poo_TruePooKM1906_Full3,NA,NA,G3_DepthProfiles,Sarcosine,5286803,NA,NA,NA
190715_Poo_TruePooKM1906_Half1,NA,NA,G3_DepthProfiles,Sarcosine,8432762,NA,NA,NA
190715_Poo_TruePooKM1906_Half2,NA,NA,G3_DepthProfiles,Sarcosine,6166239,NA,NA,NA
190715_Poo_TruePooKM1906_Half3,NA,NA,G3_DepthProfiles,Sarcosine,5236145,NA,NA,NA
190715_Smp_KM1906S4C27D40_A,190715_Smp_KM1906S4C27D40,A,G3_DepthProfiles,Sarcosine,38892808,NA,NA,NA
190715_Smp_KM1906S4C27D40_B,190715_Smp_KM1906S4C27D40,B,G3_DepthProfiles,Sarcosine,32369942,NA,NA,NA
190715_Smp_KM1906S4C27D40_C,190715_Smp_KM1906S4C27D40,C,G3_DepthProfiles,Sarcosine,39562596,NA,NA,NA
190715_Smp_KM1906S4C27D70_A,190715_Smp_KM1906S4C27D70,A,G3_DepthProfiles,Sarcosine,12989324,NA,NA,NA
190715_Smp_KM1906S4C27D70_B,190715_Smp_KM1906S4C27D70,B,G3_DepthProfiles,Sarcosine,13886716,NA,NA,NA
190715_Smp_KM1906S4C27D70_C,190715_Smp_KM1906S4C27D70,C,G3_DepthProfiles,Sarcosine,11178372,NA,NA,NA
190715_Smp_KM1906S4C27D125_A,190715_Smp_KM1906S4C27D125,A,G3_DepthProfiles,Sarcosine,9615510,NA,NA,NA
190715_Smp_KM1906S4C27D125_B,190715_Smp_KM1906S4C27D125,B,G3_DepthProfiles,Sarcosine,9969317,NA,NA,NA
190715_Smp_KM1906S4C27D125_C,190715_Smp_KM1906S4C27D125,C,G3_DepthProfiles,Sarcosine,11361342,NA,NA,NA
190715_Smp_KM1906S4C27D300_A,190715_Smp_KM1906S4C27D300,A,G3_DepthProfiles,Sarcosine,2811507,NA,NA,NA
190715_Smp_KM1906S4C27D300_B,190715_Smp_KM1906S4C27D300,B,G3_DepthProfiles,Sarcosine,8785239,NA,NA,NA
190715_Smp_KM1906S4C27D300_C,190715_Smp_KM1906S4C27D300,C,G3_DepthProfiles,Sarcosine,5959632,NA,NA,NA
190715_Smp_KM1906S4C27D500_A,190715_Smp_KM1906S4C27D500,A,G3_DepthProfiles,Sarcosine,6092004,NA,NA,NA
190715_Smp_KM1906S4C27D500_B,190715_Smp_KM1906S4C27D500,B,G3_DepthProfiles,Sarcosine,3635242,NA,NA,NA
190715_Smp_KM1906S4C27D500_C,190715_Smp_KM1906S4C27D500,C,G3_DepthProfiles,Sarcosine,4366449,NA,NA,NA
190715_Smp_KM1906S4C28D15_A,190715_Smp_KM1906S4C28D15,A,G3_DepthProfiles,Sarcosine,6463999,NA,NA,NA
190715_Smp_KM1906S4C28D15_B,190715_Smp_KM1906S4C28D15,B,G3_DepthProfiles,Sarcosine,8920037,NA,NA,NA
190715_Smp_KM1906S4C28D15_C,190715_Smp_KM1906S4C28D15,C,G3_DepthProfiles,Sarcosine,7745844,NA,NA,NA
190715_Smp_KM1906S5C3D80_A,190715_Smp_KM1906S5C3D80,A,G3_DepthProfiles,Sarcosine,17811080,NA,NA,NA
190715_Smp_KM1906S5C3D80_B,190715_Smp_KM1906S5C3D80,B,G3_DepthProfiles,Sarcosine,13096460,NA,NA,NA
190715_Smp_KM1906S5C3D80_C,190715_Smp_KM1906S5C3D80,C,G3_DepthProfiles,Sarcosine,10723613,NA,NA,NA
190715_Smp_KM1906S5C3D125_A,190715_Smp_KM1906S5C3D125,A,G3_DepthProfiles,Sarcosine,3011223,NA,NA,NA
190715_Smp_KM1906S5C3D125_B,190715_Smp_KM1906S5C3D125,B,G3_DepthProfiles,Sarcosine,2865887,NA,NA,NA
190715_Smp_KM1906S5C3D125_C,190715_Smp_KM1906S5C3D125,C,G3_DepthProfiles,Sarcosine,6413031,NA,NA,NA
190715_Smp_KM1906S5C3D200_A,190715_Smp_KM1906S5C3D200,A,G3_DepthProfiles,Sarcosine,3837288,NA,NA,NA
190715_Smp_KM1906S5C3D200_B,190715_Smp_KM1906S5C3D200,B,G3_DepthProfiles,Sarcosine,4288527,NA,NA,NA
190715_Smp_KM1906S5C3D200_C,190715_Smp_KM1906S5C3D200,C,G3_DepthProfiles,Sarcosine,3667746,NA,NA,NA
190715_Smp_KM1906S5C3D400_A,190715_Smp_KM1906S5C3D400,A,G3_DepthProfiles,Sarcosine,4092726,NA,NA,NA
190715_Smp_KM1906S5C3D400_B,190715_Smp_KM1906S5C3D400,B,G3_DepthProfiles,Sarcosine,1757448,NA,NA,NA
190715_Smp_KM1906S5C3D400_C,190715_Smp_KM1906S5C3D400,C,G3_DepthProfiles,Sarcosine,2746868,NA,NA,NA
190715_Smp_KM1906S5C3D1000_A,190715_Smp_KM1906S5C3D1000,A,G3_DepthProfiles,Sarcosine,3554942,NA,NA,NA
190715_Smp_KM1906S5C3D1000_B,190715_Smp_KM1906S5C3D1000,B,G3_DepthProfiles,Sarcosine,966712,NA,NA,NA
