Rep,Cruise,Injec_vol
190715_Smp_KM1906S6C3D1000_C,G3_DepthProfiles,2
190715_Smp_KM1906U12_A,G3_DepthProfiles,2
190715_Smp_KM1906U12_B,G3_DepthProfiles,2
190715_Smp_KM1906U12_C,G3_DepthProfiles,2
190715_Smp_KM1906U13_A,G3_DepthProfiles,2
190715_Smp_KM1906U13_B,G3_DepthProfiles,2
190715_Smp_KM1906U13_C,G3_DepthProfiles,2
230213_Std_4uMStdsMix1InH2O_1,PERIFIX,2
230213_Std_4uMStdsMix1InH2O_2,PERIFIX,2
230213_Std_4uMStdsMix1InMatrix_1,PERIFIX,2
230213_Std_4uMStdsMix1InMatrix_2,PERIFIX,2
230213_Std_4uMStdsMix2InH2O_1,PERIFIX,2
230213_Std_4uMStdsMix2InH2O_2,PERIFIX,2
230213_Std_4uMStdsMix2InMatrix_1,PERIFIX,2
230213_Std_4uMStdsMix2InMatrix_2,PERIFIX,2
230213_Std_H2OinMatrix_1,PERIFIX,2
230213_Std_H2OinMatrix_2,PERIFIX,2
230213_Blk_Blk-TfinalC_1,PERIFIX,2
230213_Blk_Blk-TfinalF_1,PERIFIX,2
230213_Blk_Blk-TfinalN_1,PERIFIX,2
230213_Blk_Blk-TfinalNF_1,PERIFIX,2
230213_Blk_Blk-TfinalNP_1,PERIFIX,2
230213_Blk_Blk-TfinalNPF_1,PERIFIX,2
230213_Blk_Blk-TfinalP_1,PERIFIX,2
230213_Blk_Blk-TfinalPF_1,PERIFIX,2
230213_Poo_PERIFIX_Full1,PERIFIX,2
230213_Poo_PERIFIX_Full2,PERIFIX,2
230213_Poo_PERIFIX_Full3,PERIFIX,2
230213_Poo_PERIFIX_Half1,PERIFIX,1
230213_Poo_PERIFIX_Half2,PERIFIX,1
230213_Poo_PERIFIX_Half3,PERIFIX,1
230213_Smp_T0Tote_1,PERIFIX,2
230213_Smp_T0Tote_2,PERIFIX,2
230213_Smp_T0Tote_3,PERIFIX,2
230213_Smp_T0Tote_4,PERIFIX,2
230213_Smp_TfinalC_1,PERIFIX,2
230213_Smp_TfinalC_2,PERIFIX,2
230213_Smp_TfinalC_3,PERIFIX,2
230213_Smp_TfinalF_1,PERIFIX,2
230213_Smp_TfinalF_2,PERIFIX,2
230213_Smp_TfinalF_3,PERIFIX,2
230213_Smp_TfinalN_1,PERIFIX,2
230213_Smp_TfinalN_2,PERIFIX,2
230213_Smp_TfinalN_3,PERIFIX,2
230213_Smp_TfinalNF_1,PERIFIX,2
230213_Smp_TfinalNF_2,PERIFIX,2
230213_Smp_TfinalNF_3,PERIFIX,2
230213_Smp_TfinalNP_1,PERIFIX,2
230213_Smp_TfinalNP_2,PERIFIX,2
230213_Smp_TfinalNP_3,PERIFIX,2
230213_Smp_TfinalNPF_1,PERIFIX,2
230213_Smp_TfinalNPF_2,PERIFIX,2
230213_Smp_TfinalNPF_3,PERIFIX,2
230213_Smp_TfinalP_1,PERIFIX,2
230213_Smp_TfinalP_2,PERIFIX,2
230213_Smp_TfinalP_3,PERIFIX,2
230213_Smp_TfinalPF_1,PERIFIX,2
230213_Smp_TfinalPF_2,PERIFIX,2
230213_Smp_TfinalPF_3,PERIFIX,2
