Batch,Type,Organism,SampID,Compound,Part.Conc.Vial.uM,Part.Conc.uM,Part.Conc.C.uM,Part.Conc.N.uM,Part.Conc.S.uM,Detected
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,Ectoine,284.3427597084837,3.791236796113115,22.747420776678695,7.582473592226231,NA,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,Ectoine,257.4556997400132,3.432742663200176,20.596455979201053,6.865485326400352,NA,Yes
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,Ectoine,271.98398784229124,3.62645317123055,21.7587190273833,7.2529063424611,NA,Yes
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,Ectoine,0.10638196474159874,0.00141842619655464,0.00851055717932789,0.00283685239310929,NA,Yes
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,Ectoine,0.08716053656211081,0.00139456858499377,0.00836741150996263,0.00278913716998754,NA,Yes
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,Ectoine,1.8065656163027225e-4,4.8175083101405934e-8,2.890504986084356e-7,9.63501662028119e-8,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,Ectoine,2.3534712728227812e-4,6.275923394194083e-8,3.765554036516449e-7,1.2551846788388166e-7,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,Ectoine,3.5008104559755733e-4,9.335494549268197e-8,5.601296729560917e-7,1.8670989098536394e-7,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,Ectoine,0,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,Ectoine,3.531742544852159e-4,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,Ectoine,1.7163579925718564e-4,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,Ectoine,7.642639094202093e-5,NA,NA,NA,NA,No
Cyano,NA,NA,211221_Blk_MediaBlk_1314P,Ectoine,0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_A,Ectoine,0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_As9601,Ectoine,0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_C,Ectoine,0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_Nat,Ectoine,0,NA,NA,NA,NA,NA
Cyano,Cyano,1314P,211221_Smp_1314P_A,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,1314P,211221_Smp_1314P_B,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,1314P,211221_Smp_1314P_C,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,7803,211221_Smp_7803_B,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,7803,211221_Smp_7803_F,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,8102,211221_Smp_8102_A,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,8102,211221_Smp_8102_F,Ectoine,1.2208967485689638e-5,8.139311657126426e-8,4.883586994275855e-7,1.627862331425285e-7,NA,No
Cyano,Cyano,WH8501,211221_Smp_8501_B,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,WH8501,211221_Smp_8501_C,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,WH8501,211221_Smp_8501_D,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,As9601,211221_Smp_As9601_A,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,As9601,211221_Smp_As9601_B,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,As9601,211221_Smp_As9601_C,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,MED4,211221_Smp_MED4_D,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,MED4,211221_Smp_MED4_E,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,MED4,211221_Smp_MED4_F,Ectoine,7.560257038446413e-5,3.780128519223207e-7,2.268077111533924e-6,7.560257038446414e-7,NA,No
Cyano,Cyano,NATL2A,211221_Smp_Nat_A,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,NATL2A,211221_Smp_Nat_B,Ectoine,0,0,0,0,NA,No
Cyano,Cyano,NATL2A,211221_Smp_Nat_C,Ectoine,0,0,0,0,NA,No
Diatom,NA,NA,211215_Blk_MediaBlk_A,Ectoine,4.4690683385497466e-4,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_B,Ectoine,4.224368287407405e-6,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Fc,Ectoine,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Pc55x,Ectoine,1.4693685796676668e-5,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Z,Ectoine,2.988787028736735e-5,NA,NA,NA,NA,NA
Diatom,Diatom,Cy,211215_Smp_Cy_A,Ectoine,0.01223086713687346,8.15391142458231e-5,4.892346854749386e-4,1.630782284916462e-4,NA,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_B,Ectoine,0.00801702923578149,5.344686157187664e-5,3.2068116943125984e-4,1.0689372314375327e-4,NA,Yes
Diatom,Diatom,Cy,211215_Smp_Cy_C,Ectoine,0.01527021117161932,1.0180140781079552e-4,6.108084468647731e-4,2.0360281562159104e-4,NA,Yes
Diatom,Diatom,Fc,211215_Smp_Fc_A,Ectoine,1.8035344318434424e-4,NA,NA,NA,NA,No
Diatom,Diatom,Fc,211215_Smp_Fc_B,Ectoine,9.299451596364358e-5,NA,NA,NA,NA,No
Diatom,Diatom,Fc,211215_Smp_Fc_C,Ectoine,4.925730250398395e-5,NA,NA,NA,NA,No
Diatom,Diatom,Np,211215_Smp_Np_A,Ectoine,5.51694267322402e-4,2.4519745214328976e-6,1.4711847128597385e-5,4.903949042865795e-6,NA,Yes
Diatom,Diatom,Np,211215_Smp_Np_C,Ectoine,0.00177048824221109,7.0819529688443595e-6,4.249171781306616e-5,1.416390593768872e-5,NA,Yes
Diatom,Diatom,Np,211215_Smp_Np_F,Ectoine,0.00209064013095447,8.362560523817891e-6,5.0175363142907346e-5,1.6725121047635782e-5,NA,Yes
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Ectoine,5.1384090057857826e-5,2.740484803085751e-7,1.6442908818514506e-6,5.480969606171502e-7,NA,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Ectoine,1.2032678947123116e-4,6.417428771798995e-7,3.850457263079397e-6,1.283485754359799e-6,NA,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Ectoine,9.996432536304298e-5,5.331430686028959e-7,3.198858411617375e-6,1.0662861372057918e-6,NA,No
Diatom,Diatom,Pt,211215_Smp_Pt_C,Ectoine,0.00644428311551919,2.577713246207678e-5,1.5466279477246067e-4,5.155426492415356e-5,NA,Yes
Diatom,Diatom,Pt,211215_Smp_Pt_F,Ectoine,0.00646021543601485,2.58408617440594e-5,1.5504517046435642e-4,5.16817234881188e-5,NA,Yes
Diatom,Diatom,To,211215_Smp_To_A,Ectoine,0.01089285357652099,4.357141430608398e-5,2.614284858365039e-4,8.714282861216796e-5,NA,Yes
Diatom,Diatom,To,211215_Smp_To_B,Ectoine,0.00784301500019374,3.1372060000774996e-5,1.8823236000465e-4,6.274412000154999e-5,NA,Yes
Diatom,Diatom,To,211215_Smp_To_C,Ectoine,3.022998836017215e-4,1.209199534406886e-6,7.255197206441316e-6,2.418399068813772e-6,NA,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_A,Ectoine,4.0392634255867834e-4,1.4049611915084464e-6,8.429767149050678e-6,2.8099223830168928e-6,NA,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_E,Ectoine,5.094319982899295e-4,2.037727993159718e-6,1.2226367958958307e-5,4.075455986319436e-6,NA,Yes
Diatom,Diatom,Tp,211215_Smp_Tp_F,Ectoine,2.4710032074122106e-4,8.594793764912036e-7,5.156876258947222e-6,1.7189587529824073e-6,NA,Yes
Dino_Green,NA,NA,211218_Blk_MediaBlk_21,Ectoine,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_49,Ectoine,6.1428384806944515e-6,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_71,Ectoine,5.767125336410117e-6,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_3430,Ectoine,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_N,Ectoine,8.765687655242129e-6,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_O,Ectoine,7.535691392014705e-6,NA,NA,NA,NA,NA
Dino_Green,Dino,449,211218_Smp_449_A,Ectoine,1.0888538348803047e-4,1.8147563914671747e-6,1.0888538348803048e-5,3.6295127829343495e-6,NA,Yes
Dino_Green,Dino,449,211218_Smp_449_B,Ectoine,1.5294524963258357e-4,2.5490874938763925e-6,1.5294524963258356e-5,5.098174987752785e-6,NA,Yes
Dino_Green,Dino,449,211218_Smp_449_C,Ectoine,1.769894622996925e-4,2.949824371661541e-6,1.7698946229969245e-5,5.899648743323082e-6,NA,Yes
Dino_Green,Dino,1314,211218_Smp_1314_A,Ectoine,1.437138491064795e-5,2.395230818441325e-7,1.4371384910647948e-6,4.790461636882649e-7,NA,No
Dino_Green,Dino,1314,211218_Smp_1314_B,Ectoine,8.075689751480403e-6,1.3459482919134004e-7,8.075689751480403e-7,2.691896583826801e-7,NA,No
Dino_Green,Dino,1314,211218_Smp_1314_C,Ectoine,2.5964206834098064e-5,4.327367805683011e-7,2.5964206834098064e-6,8.654735611366022e-7,NA,No
Dino_Green,Prasinophyte,1545,211218_Smp_1545_A,Ectoine,9.83139870328819e-6,1.5730237925261105e-7,9.43814275515666e-7,3.146047585052221e-7,NA,No
Dino_Green,Prasinophyte,1545,211218_Smp_1545_B,Ectoine,1.7512803938333322e-5,2.8020486301333314e-7,1.6812291780799987e-6,5.604097260266663e-7,NA,No
Dino_Green,Prasinophyte,1545,211218_Smp_1545_C,Ectoine,2.3851356110156875e-5,3.816216977625099e-7,2.289730186575059e-6,7.632433955250199e-7,NA,No
Dino_Green,Dino,1771,211218_Smp_1771_A,Ectoine,9.705213372358018e-4,1.6175355620596698e-5,9.70521337235802e-5,3.2350711241193396e-5,NA,Yes
Dino_Green,Dino,1771,211218_Smp_1771_B,Ectoine,8.272717724330957e-4,1.3787862873884923e-5,8.272717724330954e-5,2.757572574776985e-5,NA,Yes
Dino_Green,Dino,1771,211218_Smp_1771_C,Ectoine,8.643716597223131e-4,1.4406194328705216e-5,8.643716597223129e-5,2.8812388657410432e-5,NA,Yes
Dino_Green,Dino,2021,211218_Smp_2021_A,Ectoine,0,0,0,0,NA,No
Dino_Green,Dino,2021,211218_Smp_2021_B,Ectoine,0,0,0,0,NA,No
Dino_Green,Dino,2021,211218_Smp_2021_C,Ectoine,0,0,0,0,NA,No
Dino_Green,Prasinophyte,3430,211218_Smp_3430_A,Ectoine,4.6203859631024306e-4,7.392617540963889e-6,4.435570524578333e-5,1.4785235081927776e-5,NA,Yes
Dino_Green,Prasinophyte,3430,211218_Smp_3430_B,Ectoine,3.455418073745056e-4,5.52866891799209e-6,3.317201350795254e-5,1.105733783598418e-5,NA,Yes
Dino_Green,Prasinophyte,3430,211218_Smp_3430_C,Ectoine,4.086073300649095e-4,6.537717281038552e-6,3.9226303686231314e-5,1.3075434562077105e-5,NA,Yes
Haptophyte,NA,NA,220104_Blk_MediaBlk_C,Ectoine,0,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_H,Ectoine,0,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_LInoSi,Ectoine,4.064524094553301e-5,NA,NA,NA,NA,NA
Haptophyte,NA,NA,220104_Blk_MediaBlk_RAC5,Ectoine,8.599556673240685e-5,NA,NA,NA,NA,NA
Haptophyte,Haptophyte,116,220104_Smp_116-1_A,Ectoine,1.0950265646335313e-5,NA,NA,NA,NA,No
Haptophyte,Haptophyte,116,220104_Smp_116-1_B,Ectoine,1.2565991322489853e-5,NA,NA,NA,NA,No
Haptophyte,Haptophyte,116,220104_Smp_116-1_C,Ectoine,2.5115939978691643e-5,NA,NA,NA,NA,No
Haptophyte,Haptophyte,371,220104_Smp_371_A,Ectoine,0,0,0,0,NA,No
Haptophyte,Haptophyte,371,220104_Smp_371_B,Ectoine,0,0,0,0,NA,No
Haptophyte,Haptophyte,371,220104_Smp_371_C,Ectoine,5.160009021080777e-5,4.128007216864621e-7,2.4768043301187726e-6,8.256014433729242e-7,NA,No
Haptophyte,Haptophyte,2090,220104_Smp_2090_A,Ectoine,2.0976932076372356e-5,1.8646161845664317e-7,1.118769710739859e-6,3.729232369132863e-7,NA,No
Haptophyte,Haptophyte,2090,220104_Smp_2090_B,Ectoine,0,0,0,0,NA,No
Haptophyte,Haptophyte,2090,220104_Smp_2090_C,Ectoine,0,0,0,0,NA,No
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_A,Ectoine,0.1691402141568574,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_B,Ectoine,0.1805787818960497,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Ca,220104_Smp_Ca_C,Ectoine,0.1667638644194155,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_A,Ectoine,0.19671040706048573,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_B,Ectoine,0.17749653650745742,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cr,220104_Smp_Cr_C,Ectoine,0.16709144649777977,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_A,Ectoine,0.1412646880611968,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_B,Ectoine,0.15199628758240694,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,Cs,220104_Smp_Cs_C,Ectoine,0.13575615899043636,NA,NA,NA,NA,Yes
Haptophyte,Haptophyte,P3,220104_Smp_P3_A,Ectoine,3.692334236670327e-5,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P3,220104_Smp_P3_B,Ectoine,4.3283113645183906e-5,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P3,220104_Smp_P3_C,Ectoine,5.260619456801607e-5,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_A,Ectoine,1.2758503317946564e-5,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_B,Ectoine,3.9829356774311714e-5,NA,NA,NA,NA,No
Haptophyte,Haptophyte,P5,220104_Smp_P5-5_C,Ectoine,4.6986677748255874e-5,NA,NA,NA,NA,No
Bacteria,NA,NA,220111_Blk_MediaBlk_A,Gonyol,0,NA,NA,NA,NA,NA
Bacteria,NA,NA,220111_Blk_MediaBlk_AMS,Gonyol,0,NA,NA,NA,NA,NA
Bacteria,NA,NA,220111_Blk_MediaBlk_AOA,Gonyol,0,NA,NA,NA,NA,NA
Bacteria,NA,NA,220111_Blk_MediaBlk_B,Gonyol,0,NA,NA,NA,NA,NA
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,DSS3,220111_Smp_DSS3_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,OCh114,220111_Smp_Och_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA7,220111_Smp_SA7_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA11,220111_Smp_SA11_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA16,220111_Smp_SA16_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA36,220111_Smp_SA36_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA42,220111_Smp_SA42_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA44,220111_Smp_SA44_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA48,220111_Smp_SA48_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_A,Gonyol,2.559464213876234e-4,3.412618951834979e-6,2.388833266284485e-5,NA,3.412618951834979e-6,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA53,220111_Smp_SA53_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA55,220111_Smp_SA55_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA59,220111_Smp_SA59_C,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_A,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,SA60,220111_Smp_SA60_B,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp1,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp2,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_Exp3,Gonyol,0,0,0,NA,0,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St1,Gonyol,0,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St2,Gonyol,4.44201419258108e-4,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St3,Gonyol,0,NA,NA,NA,NA,No
Bacteria,Bacteria,Nmar,220111_Smp_SCM1_St4,Gonyol,6.183278732590598e-4,NA,NA,NA,NA,No
Cyano,NA,NA,211221_Blk_MediaBlk_1314P,Gonyol,0.00637604476757598,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_A,Gonyol,0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_As9601,Gonyol,0.00419138621909387,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_C,Gonyol,0,NA,NA,NA,NA,NA
Cyano,NA,NA,211221_Blk_MediaBlk_Nat,Gonyol,0.00357981379355632,NA,NA,NA,NA,NA
Cyano,Cyano,1314P,211221_Smp_1314P_A,Gonyol,0.00129839374913304,2.0774299986128777e-5,1.454200999029014e-4,NA,2.0774299986128777e-5,No
Cyano,Cyano,1314P,211221_Smp_1314P_B,Gonyol,0.00103915790573344,1.6626526491735147e-5,1.1638568544214604e-4,NA,1.6626526491735147e-5,No
Cyano,Cyano,1314P,211221_Smp_1314P_C,Gonyol,4.680345875603693e-4,7.488553400965909e-6,5.241987380676136e-5,NA,7.488553400965909e-6,No
Cyano,Cyano,7803,211221_Smp_7803_B,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,7803,211221_Smp_7803_F,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,8102,211221_Smp_8102_A,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,8102,211221_Smp_8102_F,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,WH8501,211221_Smp_8501_B,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,WH8501,211221_Smp_8501_C,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,WH8501,211221_Smp_8501_D,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,As9601,211221_Smp_As9601_A,Gonyol,0.00643854880722411,1.0301678091558578e-4,7.211174664091004e-4,NA,1.0301678091558578e-4,No
Cyano,Cyano,As9601,211221_Smp_As9601_B,Gonyol,0.00250788985113098,4.012623761809571e-5,2.8088366332667e-4,NA,4.012623761809571e-5,No
Cyano,Cyano,As9601,211221_Smp_As9601_C,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,MED4,211221_Smp_MED4_D,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,MED4,211221_Smp_MED4_E,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,MED4,211221_Smp_MED4_F,Gonyol,0,0,0,NA,0,No
Cyano,Cyano,NATL2A,211221_Smp_Nat_A,Gonyol,0.00183941750808295,2.9430680129327197e-5,2.060147609052904e-4,NA,2.9430680129327197e-5,No
Cyano,Cyano,NATL2A,211221_Smp_Nat_B,Gonyol,0.00662565417536817,1.060104668058908e-4,7.420732676412357e-4,NA,1.060104668058908e-4,No
Cyano,Cyano,NATL2A,211221_Smp_Nat_C,Gonyol,0.0012991620562003,2.0786592899204908e-5,1.4550615029443437e-4,NA,2.0786592899204908e-5,No
Diatom,NA,NA,211215_Blk_MediaBlk_A,Gonyol,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_B,Gonyol,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Fc,Gonyol,2.6915172401415595e-4,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Pc55x,Gonyol,0,NA,NA,NA,NA,NA
Diatom,NA,NA,211215_Blk_MediaBlk_Z,Gonyol,0,NA,NA,NA,NA,NA
Diatom,Diatom,Cy,211215_Smp_Cy_A,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Cy,211215_Smp_Cy_B,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Cy,211215_Smp_Cy_C,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Fc,211215_Smp_Fc_A,Gonyol,0,NA,NA,NA,NA,No
Diatom,Diatom,Fc,211215_Smp_Fc_B,Gonyol,0,NA,NA,NA,NA,No
Diatom,Diatom,Fc,211215_Smp_Fc_C,Gonyol,0,NA,NA,NA,NA,No
Diatom,Diatom,Np,211215_Smp_Np_A,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Np,211215_Smp_Np_C,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Np,211215_Smp_Np_F,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_A,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_B,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Pc55x,211215_Smp_Pc55x_C,Gonyol,0.00177541127534603,9.468860135178876e-6,6.628202094625214e-5,NA,9.468860135178876e-6,No
Diatom,Diatom,Pt,211215_Smp_Pt_C,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Pt,211215_Smp_Pt_F,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,To,211215_Smp_To_A,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,To,211215_Smp_To_B,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,To,211215_Smp_To_C,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Tp,211215_Smp_Tp_A,Gonyol,0.00207813097010284,7.22828163514033e-6,5.059797144598231e-5,NA,7.22828163514033e-6,No
Diatom,Diatom,Tp,211215_Smp_Tp_E,Gonyol,0,0,0,NA,0,No
Diatom,Diatom,Tp,211215_Smp_Tp_F,Gonyol,0,0,0,NA,0,No
Dino_Green,NA,NA,211218_Blk_MediaBlk_21,Gonyol,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_49,Gonyol,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_71,Gonyol,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_3430,Gonyol,0,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_N,Gonyol,0.00784209690025572,NA,NA,NA,NA,NA
Dino_Green,NA,NA,211218_Blk_MediaBlk_O,Gonyol,0.02431628152042837,NA,NA,NA,NA,NA
Dino_Green,Dino,449,211218_Smp_449_A,Gonyol,104.0270341345266,1.7337839022421095,12.136487315694769,NA,1.7337839022421095,Yes
Dino_Green,Dino,449,211218_Smp_449_B,Gonyol,149.5069058383584,2.49178176397264,17.44247234780848,NA,2.49178176397264,Yes
Dino_Green,Dino,449,211218_Smp_449_C,Gonyol,105.3963544621889,1.7566059077031484,12.29624135392204,NA,1.7566059077031484,Yes
Dino_Green,Dino,1314,211218_Smp_1314_A,Gonyol,215.72525739043675,3.5954209565072786,25.16794669555095,NA,3.5954209565072786,Yes
Dino_Green,Dino,1314,211218_Smp_1314_B,Gonyol,209.3563295277836,3.489272158796393,24.424905111574752,NA,3.489272158796393,Yes
Dino_Green,Dino,1314,211218_Smp_1314_C,Gonyol,203.26289360374705,3.3877148933957835,23.714004253770483,NA,3.3877148933957835,Yes
Dino_Green,Prasinophyte,1545,211218_Smp_1545_A,Gonyol,0.0039864722333393,6.378355573342888e-5,4.464848901340022e-4,NA,6.378355573342888e-5,No
Dino_Green,Prasinophyte,1545,211218_Smp_1545_B,Gonyol,0.007315581699626,1.1704930719401608e-4,8.193451503581125e-4,NA,1.1704930719401608e-4,No
Dino_Green,Prasinophyte,1545,211218_Smp_1545_C,Gonyol,0.00833423781656551,1.3334780506504826e-4,9.334346354553378e-4,NA,1.3334780506504826e-4,No
Dino_Green,Dino,1771,211218_Smp_1771_A,Gonyol,62.70513167482439,1.04508552791374,7.315598695396179,NA,1.04508552791374,Yes
Dino_Green,Dino,1771,211218_Smp_1771_B,Gonyol,65.98408666208243,1.0997347777013735,7.698143443909617,NA,1.0997347777013735,Yes
Dino_Green,Dino,1771,211218_Smp_1771_C,Gonyol,48.648135972438865,0.8108022662073143,5.6756158634512,NA,0.8108022662073143,Yes
Dino_Green,Dino,2021,211218_Smp_2021_A,Gonyol,1090.124801038992,8.898977967665239,62.29284577365667,NA,8.898977967665239,Yes
Dino_Green,Dino,2021,211218_Smp_2021_B,Gonyol,1143.068740595122,9.33117339261324,65.31821374829268,NA,9.33117339261324,Yes
Dino_Green,Dino,2021,211218_Smp_2021_C,Gonyol,628.4428784733007,10.47404797455501,73.31833582188507,NA,10.47404797455501,Yes
