Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,smp.remove,Blk.Av
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,Betonicine,534393376,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,Betonicine,584555776,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,Betonicine,596614272,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Betonicine,9697515,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Betonicine,12776554,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Betonicine,15492698,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,Betonicine,35786796,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,Betonicine,27766774,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,Betonicine,30197978,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,Betonicine,8033268,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,Betonicine,5911968,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,Betonicine,8043546,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,Betonicine,7013252,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,Betonicine,6578261,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,Betonicine,7330208,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_1,NA,NA,KinExp,Carnitine,3908775424,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_2,NA,NA,KinExp,Carnitine,3957085440,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_1,NA,NA,KinExp,Carnitine,3176908288,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_2,NA,NA,KinExp,Carnitine,4247860736,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_1,NA,NA,KinExp,Carnitine,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_2,NA,NA,KinExp,Carnitine,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_1,NA,NA,KinExp,Carnitine,40010808,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_2,NA,NA,KinExp,Carnitine,42876824,NA,NA,NA,NA
240102_Std_H2OinMatrix_1,NA,NA,KinExp,Carnitine,38053472,NA,NA,NA,NA
240102_Std_H2OinMatrix_2,NA,NA,KinExp,Carnitine,42119948,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full1,NA,NA,KinExp,Carnitine,60084276,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full2,NA,NA,KinExp,Carnitine,63427276,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full3,NA,NA,KinExp,Carnitine,62303684,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full4,NA,NA,KinExp,Carnitine,60194780,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half1,NA,NA,KinExp,Carnitine,30884446,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half2,NA,NA,KinExp,Carnitine,32683790,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half3,NA,NA,KinExp,Carnitine,32575020,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half4,NA,NA,KinExp,Carnitine,35189044,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,Carnitine,12135523,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,Carnitine,11141294,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,Carnitine,17244686,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,Carnitine,5343396,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Carnitine,13278479,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Carnitine,9880826,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Carnitine,10527258,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,Carnitine,11918825,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,Carnitine,15254909,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,Carnitine,15282205,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,Carnitine,23521142,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,Carnitine,37877060,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,Carnitine,7941990,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,Carnitine,6801149,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,Carnitine,11028401,NA,NA,NA,NA
240102_Smp_LabBlk1_A,NA,NA,KinExp,Carnitine,4822997,NA,NA,NA,NA
240102_Smp_LabBlk1_B,NA,NA,KinExp,Carnitine,3646528,NA,NA,NA,NA
240102_Smp_LabBlk1_C,NA,NA,KinExp,Carnitine,6375733,NA,NA,NA,NA
240102_Smp_LabBlk2_A,NA,NA,KinExp,Carnitine,2204928,NA,NA,NA,NA
240102_Smp_LabBlk2_B,NA,NA,KinExp,Carnitine,3402939,NA,NA,NA,NA
240102_Smp_LabBlk2_C,NA,NA,KinExp,Carnitine,5496857,NA,NA,NA,NA
240102_Smp_LabBlk3_A,NA,NA,KinExp,Carnitine,2453592,NA,NA,NA,NA
240102_Smp_LabBlk3_B,NA,NA,KinExp,Carnitine,1909263,NA,NA,NA,NA
240102_Smp_LabBlk3_C,NA,NA,KinExp,Carnitine,1639404,NA,NA,NA,NA
240102_Smp_LabBlk4_A,NA,NA,KinExp,Carnitine,8368242,NA,NA,NA,NA
240102_Smp_LabBlk4_B,NA,NA,KinExp,Carnitine,1857214,NA,NA,NA,NA
240102_Smp_LabBlk4_C,NA,NA,KinExp,Carnitine,1903325,NA,NA,NA,NA
240102_Smp_LabBlk5_A,NA,NA,KinExp,Carnitine,1660225,NA,NA,NA,NA
240102_Smp_LabBlk5_B,NA,NA,KinExp,Carnitine,2727442,NA,NA,NA,NA
240102_Smp_LabBlk5_C,NA,NA,KinExp,Carnitine,1394598,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,Carnitine,2129452.3679434145,NA,Flag,Smp_Remove,3324219.1333333333
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,Carnitine,2129452.3679434145,NA,Flag,Smp_Remove,3324219.1333333333
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,Carnitine,2129452.3679434145,NA,Flag,Smp_Remove,3324219.1333333333
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,Carnitine,157695824,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,Carnitine,283497248,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,Carnitine,202322112,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Carnitine,23492616,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Carnitine,30991208,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Carnitine,46560872,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,Carnitine,440077632,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,Carnitine,299888544,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,Carnitine,299365504,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,Carnitine,24185224,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,Carnitine,22251160,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,Carnitine,23400236,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,Carnitine,19323718,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,Carnitine,22346030,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,Carnitine,21066744,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_1,NA,NA,KinExp,L-Arginine,1637390464,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_2,NA,NA,KinExp,L-Arginine,1818384640,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_1,NA,NA,KinExp,L-Arginine,1354461824,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_2,NA,NA,KinExp,L-Arginine,1880368512,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_1,NA,NA,KinExp,L-Arginine,24607776,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_2,NA,NA,KinExp,L-Arginine,20446998,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_1,NA,NA,KinExp,L-Arginine,22222940,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_2,NA,NA,KinExp,L-Arginine,22824720,NA,NA,NA,NA
240102_Std_H2OinMatrix_1,NA,NA,KinExp,L-Arginine,21024968,NA,NA,NA,NA
240102_Std_H2OinMatrix_2,NA,NA,KinExp,L-Arginine,15271160,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full1,NA,NA,KinExp,L-Arginine,19064524,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full2,NA,NA,KinExp,L-Arginine,19614812,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full3,NA,NA,KinExp,L-Arginine,16799112,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full4,NA,NA,KinExp,L-Arginine,20240100,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half1,NA,NA,KinExp,L-Arginine,14996383,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half2,NA,NA,KinExp,L-Arginine,13949525,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half3,NA,NA,KinExp,L-Arginine,13309155,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half4,NA,NA,KinExp,L-Arginine,14279081,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,L-Arginine,15992148,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,L-Arginine,16036440,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,L-Arginine,29224198,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_LabBlk1_A,NA,NA,KinExp,L-Arginine,12786786,NA,NA,NA,NA
240102_Smp_LabBlk1_B,NA,NA,KinExp,L-Arginine,12468676,NA,NA,NA,NA
240102_Smp_LabBlk1_C,NA,NA,KinExp,L-Arginine,12986555,NA,NA,NA,NA
240102_Smp_LabBlk2_A,NA,NA,KinExp,L-Arginine,12273590,NA,NA,NA,NA
240102_Smp_LabBlk2_B,NA,NA,KinExp,L-Arginine,9930272,NA,NA,NA,NA
240102_Smp_LabBlk2_C,NA,NA,KinExp,L-Arginine,13932392,NA,NA,NA,NA
240102_Smp_LabBlk3_A,NA,NA,KinExp,L-Arginine,19990696,NA,NA,NA,NA
240102_Smp_LabBlk3_B,NA,NA,KinExp,L-Arginine,9450171,NA,NA,NA,NA
240102_Smp_LabBlk3_C,NA,NA,KinExp,L-Arginine,9741423,NA,NA,NA,NA
240102_Smp_LabBlk4_A,NA,NA,KinExp,L-Arginine,23775524,NA,NA,NA,NA
240102_Smp_LabBlk4_B,NA,NA,KinExp,L-Arginine,12417615,NA,NA,NA,NA
240102_Smp_LabBlk4_C,NA,NA,KinExp,L-Arginine,13544928,NA,NA,NA,NA
240102_Smp_LabBlk5_A,NA,NA,KinExp,L-Arginine,8824858,NA,NA,NA,NA
240102_Smp_LabBlk5_B,NA,NA,KinExp,L-Arginine,9933857,NA,NA,NA,NA
240102_Smp_LabBlk5_C,NA,NA,KinExp,L-Arginine,11733152,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,L-Arginine,35688872,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,L-Arginine,27679238,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,L-Arginine,23646802,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,L-Arginine,54352892,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,L-Arginine,20515436,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,L-Arginine,21336654,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,L-Arginine,29892094,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,L-Arginine,16574309,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,L-Arginine,7373628.14795048,NA,Flag,Smp_Remove,12919366.333333334
240102_Std_4uMStdsMix1InH2O_1,NA,NA,KinExp,Arsenobetaine,16222597120,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_2,NA,NA,KinExp,Arsenobetaine,16322271232,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_1,NA,NA,KinExp,Arsenobetaine,13531319296,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_2,NA,NA,KinExp,Arsenobetaine,16361921536,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_1,NA,NA,KinExp,Arsenobetaine,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_2,NA,NA,KinExp,Arsenobetaine,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_1,NA,NA,KinExp,Arsenobetaine,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_2,NA,NA,KinExp,Arsenobetaine,NA,NA,NA,NA,NA
240102_Std_H2OinMatrix_1,NA,NA,KinExp,Arsenobetaine,65876,NA,NA,NA,NA
240102_Std_H2OinMatrix_2,NA,NA,KinExp,Arsenobetaine,398084,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full1,NA,NA,KinExp,Arsenobetaine,465421,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full2,NA,NA,KinExp,Arsenobetaine,436541,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full3,NA,NA,KinExp,Arsenobetaine,497330,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full4,NA,NA,KinExp,Arsenobetaine,336182,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half1,NA,NA,KinExp,Arsenobetaine,43992,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half2,NA,NA,KinExp,Arsenobetaine,284255,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half3,NA,NA,KinExp,Arsenobetaine,185783,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half4,NA,NA,KinExp,Arsenobetaine,210780,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,Arsenobetaine,1285614,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,Arsenobetaine,1657115,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,Arsenobetaine,1359134,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,Arsenobetaine,419872,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Arsenobetaine,520192,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Arsenobetaine,414499,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Arsenobetaine,166151,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,Arsenobetaine,237642,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,Arsenobetaine,1103019,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,Arsenobetaine,463677,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,Arsenobetaine,1206471,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,Arsenobetaine,2958909,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,Arsenobetaine,95292,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,Arsenobetaine,540218,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,Arsenobetaine,10000,Flag,Flag,NA,0
240102_Smp_LabBlk1_A,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk1_B,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk1_C,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk2_A,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk2_B,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk2_C,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk3_A,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk3_B,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk3_C,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk4_A,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk4_B,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk4_C,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk5_A,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk5_B,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_LabBlk5_C,NA,NA,KinExp,Arsenobetaine,0,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,Arsenobetaine,10000,Flag,Flag,Smp_Remove,0
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,Arsenobetaine,10000,Flag,Flag,Smp_Remove,0
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,Arsenobetaine,10000,Flag,Flag,Smp_Remove,0
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,Arsenobetaine,944083,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,Arsenobetaine,1478178,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,Arsenobetaine,531642,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Arsenobetaine,365112,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Arsenobetaine,50626,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Arsenobetaine,649579,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,Arsenobetaine,852029,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,Arsenobetaine,542935,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,Arsenobetaine,1251425,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,Arsenobetaine,10000,Flag,Flag,NA,0
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,Arsenobetaine,214587,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,Arsenobetaine,247383,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,Arsenobetaine,118196,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,Arsenobetaine,76590,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,Arsenobetaine,171180,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_1,NA,NA,KinExp,Gonyol,745739456,NA,NA,NA,NA
240102_Std_4uMStdsMix1InH2O_2,NA,NA,KinExp,Gonyol,689620160,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_1,NA,NA,KinExp,Gonyol,569396480,NA,NA,NA,NA
240102_Std_4uMStdsMix1InMatrix_2,NA,NA,KinExp,Gonyol,693347776,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_1,NA,NA,KinExp,Gonyol,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InH2O_2,NA,NA,KinExp,Gonyol,NA,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_1,NA,NA,KinExp,Gonyol,10950500,NA,NA,NA,NA
240102_Std_4uMStdsMix2InMatrix_2,NA,NA,KinExp,Gonyol,10461721,NA,NA,NA,NA
240102_Std_H2OinMatrix_1,NA,NA,KinExp,Gonyol,10852061,NA,NA,NA,NA
240102_Std_H2OinMatrix_2,NA,NA,KinExp,Gonyol,11225527,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full1,NA,NA,KinExp,Gonyol,17563482,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full2,NA,NA,KinExp,Gonyol,16686347,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full3,NA,NA,KinExp,Gonyol,16934130,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Full4,NA,NA,KinExp,Gonyol,18280780,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half1,NA,NA,KinExp,Gonyol,8474181,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half2,NA,NA,KinExp,Gonyol,8482736,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half3,NA,NA,KinExp,Gonyol,8296187,NA,NA,NA,NA
240102_Poo_PooKinDissSept23_Half4,NA,NA,KinExp,Gonyol,9900906,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,Gonyol,7821238,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,Gonyol,11905252,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,Gonyol,35639640,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,Gonyol,6278089,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Gonyol,33647684,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Gonyol,10573280,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Gonyol,6956214,NA,NA,NA,NA
