Rep,SampID,replicate,Cruise,Compound,Area,min.area.flag,blk.lod.flag,Blk.Av,smp.remove
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Trimethylamine N-oxide,20402032,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Trimethylamine N-oxide,9394219,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Trimethylamine N-oxide,53079608,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,Trimethylamine N-oxide,139960528,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,Trimethylamine N-oxide,258010352,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,Trimethylamine N-oxide,84815488,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,Trimethylamine N-oxide,469216224,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,Trimethylamine N-oxide,927630976,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,Trimethylamine N-oxide,29355506,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,Trimethylamine N-oxide,37232728,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,Trimethylamine N-oxide,19891312,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,Trimethylamine N-oxide,3955084,NA,Flag,3566412.6,Smp_Remove
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,Trimethylamine N-oxide,3866005,NA,Flag,3566412.6,Smp_Remove
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,Trimethylamine N-oxide,1496450,NA,Flag,3566412.6,Smp_Remove
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,Trimethylamine N-oxide,427517152,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,Trimethylamine N-oxide,818563840,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,Trimethylamine N-oxide,445253952,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Trimethylamine N-oxide,58163060,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Trimethylamine N-oxide,28170948,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Trimethylamine N-oxide,401185440,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,Trimethylamine N-oxide,298476384,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,Trimethylamine N-oxide,246527984,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,Trimethylamine N-oxide,275057824,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,Trimethylamine N-oxide,45657096,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,Trimethylamine N-oxide,37536680,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,Trimethylamine N-oxide,37647996,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,Trimethylamine N-oxide,60925276,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,Trimethylamine N-oxide,64414672,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,Trimethylamine N-oxide,65134668,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,beta-Alanine,20176566,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,beta-Alanine,18532124,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,beta-Alanine,30677628,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,beta-Alanine,9659916,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,beta-Alanine,21354232,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,beta-Alanine,8519212,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,beta-Alanine,9298283,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,beta-Alanine,11117923,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,beta-Alanine,10412088,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,beta-Alanine,12135656,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,beta-Alanine,22061566,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,beta-Alanine,11275251,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,beta-Alanine,6493304,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,beta-Alanine,6871802,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,beta-Alanine,7336979,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,beta-Alanine,6012670,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,beta-Alanine,3598401,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,beta-Alanine,7418005,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,beta-Alanine,174334832,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,beta-Alanine,219331856,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,beta-Alanine,208553776,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,beta-Alanine,35991784,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,beta-Alanine,37336428,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,beta-Alanine,47394576,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,beta-Alanine,101606880,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,beta-Alanine,81718504,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,beta-Alanine,101072256,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,beta-Alanine,21341664,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,beta-Alanine,18489792,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,beta-Alanine,22866064,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,beta-Alanine,25830992,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,beta-Alanine,21629734,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,beta-Alanine,22873542,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,L-Alanine,15539196,NA,Flag,14274018.6,Smp_Remove
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,L-Alanine,15593094,NA,Flag,14274018.6,Smp_Remove
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,L-Alanine,34264016,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,L-Alanine,10767107,NA,Flag,14274018.6,Smp_Remove
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,L-Alanine,29711228,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,L-Alanine,11963129,NA,Flag,14274018.6,Smp_Remove
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,L-Alanine,13986292,NA,Flag,14274018.6,Smp_Remove
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,L-Alanine,14171192,NA,Flag,14274018.6,Smp_Remove
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,L-Alanine,14216964,NA,Flag,14274018.6,Smp_Remove
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,L-Alanine,20480242,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,L-Alanine,31220388,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,L-Alanine,17826916,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,L-Alanine,10306092,NA,Flag,14274018.6,Smp_Remove
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,L-Alanine,14438388,NA,Flag,14274018.6,Smp_Remove
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,L-Alanine,14897484,NA,Flag,14274018.6,Smp_Remove
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,L-Alanine,14577586,NA,Flag,14274018.6,Smp_Remove
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,L-Alanine,14806571,NA,Flag,14274018.6,Smp_Remove
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,L-Alanine,18811576,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,L-Alanine,177947584,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,L-Alanine,202562432,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,L-Alanine,176882064,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,L-Alanine,51491828,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,L-Alanine,51013640,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,L-Alanine,59869332,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,L-Alanine,122590224,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,L-Alanine,107620968,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,L-Alanine,125341768,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,L-Alanine,105830216,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,L-Alanine,86740112,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,L-Alanine,101894840,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,L-Alanine,39039928,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,L-Alanine,64498660,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,L-Alanine,45419352,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,Sarcosine,2459979,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,Sarcosine,3997380,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,Sarcosine,4857752,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,Sarcosine,2426979,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Sarcosine,1446970,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Sarcosine,834716,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Sarcosine,5076251,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,Sarcosine,5412625,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,Sarcosine,15665594,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,Sarcosine,4181229,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,Sarcosine,7120512,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,Sarcosine,7057031,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,Sarcosine,2068283,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,Sarcosine,1774815,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,Sarcosine,1827379,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,Sarcosine,454945,NA,Flag,391482.86666666664,NA
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,Sarcosine,952987,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,Sarcosine,1330006,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,Sarcosine,22507450,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,Sarcosine,18684044,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,Sarcosine,22726146,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Sarcosine,8804536,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Sarcosine,6275260,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Sarcosine,36143164,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,Sarcosine,16249628,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,Sarcosine,17251684,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,Sarcosine,17853452,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,Sarcosine,5187883,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,Sarcosine,4007170,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,Sarcosine,2506133,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,Sarcosine,2597145,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,Sarcosine,5727487,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,Sarcosine,3482068,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,L-Serine,8021175,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,L-Serine,7893002,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,L-Serine,13607921,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,L-Serine,7473885,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,L-Serine,10344835,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,L-Serine,9495620,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,L-Serine,7224786,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,L-Serine,6398503,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,L-Serine,6662798,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,L-Serine,10775073,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,L-Serine,8633105,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,L-Serine,8428385,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,L-Serine,8450517,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,L-Serine,11462511,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,L-Serine,8695563,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,L-Serine,11535147,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,L-Serine,11212035,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,L-Serine,8289638,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,L-Serine,28746978,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,L-Serine,32360000,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,L-Serine,26480292,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,L-Serine,7877420,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,L-Serine,7472354,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,L-Serine,10161315,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,L-Serine,30850686,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,L-Serine,37228824,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,L-Serine,38321968,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,L-Serine,8382688,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,L-Serine,11497591,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,L-Serine,11518448,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,L-Serine,5610105,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,L-Serine,33315788,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,L-Serine,12871772,NA,Flag,9288921.933333334,Smp_Remove
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,L-Proline,25913944,NA,Flag,23318556.066666663,Smp_Remove
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,L-Proline,29131874,NA,Flag,23318556.066666663,Smp_Remove
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,L-Proline,43348936,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,L-Proline,18569462,NA,Flag,23318556.066666663,Smp_Remove
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,L-Proline,36045192,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,L-Proline,26275932,NA,Flag,23318556.066666663,Smp_Remove
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,L-Proline,30088202,NA,Flag,23318556.066666663,Smp_Remove
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,L-Proline,30135486,NA,Flag,23318556.066666663,Smp_Remove
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,L-Proline,40216840,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,L-Proline,42006852,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,L-Proline,52270636,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,L-Proline,51369980,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,L-Proline,32807904,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,L-Proline,30793296,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,L-Proline,29346246,NA,Flag,23318556.066666663,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,L-Proline,27826606,NA,Flag,23318556.066666663,Smp_Remove
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,L-Proline,39148428,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,L-Proline,23035512,NA,Flag,23318556.066666663,Smp_Remove
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,L-Proline,283983584,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,L-Proline,299578720,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,L-Proline,197951232,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,L-Proline,202454976,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,L-Proline,223002432,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,L-Proline,343639648,NA,NA,NA,NA
240102_Smp_RC078_UKH2_A,RC078_UKH2,A,KinExp,L-Proline,350255648,NA,NA,NA,NA
240102_Smp_RC078_UKH2_B,RC078_UKH2,B,KinExp,L-Proline,269770592,NA,NA,NA,NA
240102_Smp_RC078_UKH2_C,RC078_UKH2,C,KinExp,L-Proline,356048640,NA,NA,NA,NA
240102_Smp_RC104_UCH1_A,RC104_UCH1,A,KinExp,L-Proline,197947664,NA,NA,NA,NA
240102_Smp_RC104_UCH1_B,RC104_UCH1,B,KinExp,L-Proline,189726288,NA,NA,NA,NA
240102_Smp_RC104_UCH1_C,RC104_UCH1,C,KinExp,L-Proline,192093984,NA,NA,NA,NA
240102_Smp_RC104_UKH1_A,RC104_UKH1,A,KinExp,L-Proline,94304240,NA,NA,NA,NA
240102_Smp_RC104_UKH1_B,RC104_UKH1,B,KinExp,L-Proline,173153728,NA,NA,NA,NA
240102_Smp_RC104_UKH1_C,RC104_UKH1,C,KinExp,L-Proline,127572048,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_A,G5_Mix1_Kin,A,KinExp,Glycine betaine,699060800,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_B,G5_Mix1_Kin,B,KinExp,Glycine betaine,620445888,NA,NA,NA,NA
240102_Smp_G5_Mix1_Kin_C,G5_Mix1_Kin,C,KinExp,Glycine betaine,889860096,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_A,G5_Mix1iN_Kin,A,KinExp,Glycine betaine,293062976,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_B,G5_Mix1iN_Kin,B,KinExp,Glycine betaine,1002776896,NA,NA,NA,NA
240102_Smp_G5_Mix1iN_Kin_C,G5_Mix1iN_Kin,C,KinExp,Glycine betaine,276326208,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_A,G5_Mix2_Kin,A,KinExp,Glycine betaine,666708480,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_B,G5_Mix2_Kin,B,KinExp,Glycine betaine,659993664,NA,NA,NA,NA
240102_Smp_G5_Mix2_Kin_C,G5_Mix2_Kin,C,KinExp,Glycine betaine,1202908928,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_A,G5_Mix2iN_Kin,A,KinExp,Glycine betaine,988258944,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_B,G5_Mix2iN_Kin,B,KinExp,Glycine betaine,1384867968,NA,NA,NA,NA
240102_Smp_G5_Mix2iN_Kin_C,G5_Mix2iN_Kin,C,KinExp,Glycine betaine,1589643008,NA,NA,NA,NA
240102_Smp_G5_UKG1_A,G5_UKG1,A,KinExp,Glycine betaine,233983472,NA,NA,NA,NA
240102_Smp_G5_UKG1_B,G5_UKG1,B,KinExp,Glycine betaine,239717024,NA,NA,NA,NA
240102_Smp_G5_UKG1_C,G5_UKG1,C,KinExp,Glycine betaine,146566704,NA,Flag,115666581.33333331,NA
240102_Smp_RC078_CXBLK_A,RC078_CXBLK,A,KinExp,Glycine betaine,2951995136,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_B,RC078_CXBLK,B,KinExp,Glycine betaine,3262421248,NA,NA,NA,NA
240102_Smp_RC078_CXBLK_C,RC078_CXBLK,C,KinExp,Glycine betaine,3740476928,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_A,RC078_S7_C3_D6,A,KinExp,Glycine betaine,10704825344,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_B,RC078_S7_C3_D6,B,KinExp,Glycine betaine,14040279040,NA,NA,NA,NA
240102_Smp_RC078_S7_C3_D6_C,RC078_S7_C3_D6,C,KinExp,Glycine betaine,11348270080,NA,NA,NA,NA
240102_Smp_RC078_UKH1_A,RC078_UKH1,A,KinExp,Glycine betaine,4252605184,NA,NA,NA,NA
240102_Smp_RC078_UKH1_B,RC078_UKH1,B,KinExp,Glycine betaine,4987934720,NA,NA,NA,NA
240102_Smp_RC078_UKH1_C,RC078_UKH1,C,KinExp,Glycine betaine,5322246144,NA,NA,NA,NA
